"","MONYEAR.x","SIZE.x","BP","difference","diffFactor"
"4417",NA,NA,"32_4",NA,NA
"4418",NA,NA,"32_8",NA,NA
"4419",NA,NA,"40_1",NA,NA
"4420",NA,NA,"40_2",NA,NA
"4421",NA,NA,"32_5",NA,NA
"4422",NA,NA,"32_7",NA,NA
"4423",NA,NA,"32_11",NA,NA
"4424",NA,NA,"32_9",NA,NA
"4425",NA,NA,"32_6",NA,NA
"4426",NA,NA,"32_10",NA,NA
"4427",NA,NA,"22_1",NA,NA
"4428",NA,NA,"22_2",NA,NA
"4429",NA,NA,"22_3",NA,NA
"4430",NA,NA,"22_4",NA,NA
"4431",NA,NA,"22_5",NA,NA
"4432",NA,NA,"32_2",NA,NA
"4433",NA,NA,"15_1",NA,NA
"4434",NA,NA,"40_3",NA,NA
"4435",NA,NA,"40_4",NA,NA
"4436",NA,NA,"40_5",NA,NA
"4437",NA,NA,"40_6",NA,NA
"4438",NA,NA,"40_7",NA,NA
"4439",NA,NA,"40_8",NA,NA
"4440",NA,NA,"40_9",NA,NA
"4441",NA,NA,"32_1",NA,NA
"4442",NA,NA,"32_3",NA,NA
"4443",NA,NA,"32_4",NA,NA
"4444",NA,NA,"32_8",NA,NA
"4445",NA,NA,"40_2",NA,NA
"4446",NA,NA,"40_1",NA,NA
"4447",NA,NA,"32_5",NA,NA
"4448",NA,NA,"32_7",NA,NA
"4449",NA,NA,"32_11",NA,NA
"4450",NA,NA,"32_9",NA,NA
"4451",NA,NA,"32_6",NA,NA
"4452",NA,NA,"32_10",NA,NA
"4453",NA,NA,"22_1",NA,NA
"4454",NA,NA,"22_2",NA,NA
"4455",NA,NA,"22_3",NA,NA
"4456",NA,NA,"22_4",NA,NA
"4457",NA,NA,"22_5",NA,NA
"4458",NA,NA,"32_2",NA,NA
"4459",NA,NA,"15_1",NA,NA
"4460",NA,NA,"40_3",NA,NA
"4461",NA,NA,"40_4",NA,NA
"4462",NA,NA,"40_5",NA,NA
"4463",NA,NA,"40_6",NA,NA
"4464",NA,NA,"40_7",NA,NA
"4465",NA,NA,"40_8",NA,NA
"4466",NA,NA,"40_9",NA,NA
"4467",NA,NA,"32_1",NA,NA
"4468",NA,NA,"32_3",NA,NA
"4469",NA,NA,"32_4",NA,NA
"4470",NA,NA,"32_8",NA,NA
"4471",NA,NA,"40_2",NA,NA
"4472",NA,NA,"40_1",NA,NA
"4473",NA,NA,"32_5",NA,NA
"4474",NA,NA,"32_6",NA,NA
"4475",NA,NA,"32_7",NA,NA
"4476",NA,NA,"32_11",NA,NA
"4477",NA,NA,"32_9",NA,NA
"4478",NA,NA,"32_10",NA,NA
"4479",NA,NA,"22_1",NA,NA
"4480",NA,NA,"22_2",NA,NA
"4481",NA,NA,"22_3",NA,NA
"4482",NA,NA,"22_4",NA,NA
"4483",NA,NA,"22_5",NA,NA
"4484",NA,NA,"32_2",NA,NA
"4485",NA,NA,"15_1",NA,NA
"4486",NA,NA,"40_3",NA,NA
"4487",NA,NA,"40_4",NA,NA
"4488",NA,NA,"40_5",NA,NA
"4489",NA,NA,"40_6",NA,NA
"4490",NA,NA,"40_7",NA,NA
"4491",NA,NA,"40_8",NA,NA
"4492",NA,NA,"40_9",NA,NA
"4493",NA,NA,"32_1",NA,NA
"4494",NA,NA,"32_3",NA,NA
"4495",NA,NA,"32_4",NA,NA
"4496",NA,NA,"32_8",NA,NA
"4497",NA,NA,"40_2",NA,NA
"4498",NA,NA,"40_1",NA,NA
"4499",NA,NA,"32_5",NA,NA
"4500",NA,NA,"32_6",NA,NA
"4501",NA,NA,"32_7",NA,NA
"4502",NA,NA,"32_11",NA,NA
"4503",NA,NA,"32_9",NA,NA
"4504",NA,NA,"32_10",NA,NA
"4505",NA,NA,"22_1",NA,NA
"4506",NA,NA,"22_2",NA,NA
"4507",NA,NA,"22_3",NA,NA
"4508",NA,NA,"22_4",NA,NA
"4509",NA,NA,"22_5",NA,NA
"4510",NA,NA,"32_2",NA,NA
"4511",NA,NA,"15_1",NA,NA
"4512",NA,NA,"40_3",NA,NA
"4513",NA,NA,"40_4",NA,NA
"4514",NA,NA,"40_5",NA,NA
"4515",NA,NA,"40_6",NA,NA
"4516",NA,NA,"40_7",NA,NA
"4517",NA,NA,"40_8",NA,NA
"4518",NA,NA,"40_9",NA,NA
"4519",NA,NA,"32_1",NA,NA
"4520",NA,NA,"32_3",NA,NA
"4521",NA,NA,"32_4",NA,NA
"4522",NA,NA,"32_7",NA,NA
"4523",NA,NA,"40_1",NA,NA
"4524",NA,NA,"40_2",NA,NA
"4525",NA,NA,"32_5",NA,NA
"4526",NA,NA,"32_6",NA,NA
"4527",NA,NA,"32_11",NA,NA
"4528",NA,NA,"32_8",NA,NA
"4529",NA,NA,"32_9",NA,NA
"4530",NA,NA,"32_10",NA,NA
"4531",NA,NA,"22_1",NA,NA
"4532",NA,NA,"22_2",NA,NA
"4533",NA,NA,"22_3",NA,NA
"4534",NA,NA,"22_4",NA,NA
"4535",NA,NA,"22_5",NA,NA
"4536",NA,NA,"32_2",NA,NA
"4537",NA,NA,"15_1",NA,NA
"4538",NA,NA,"40_3",NA,NA
"4539",NA,NA,"40_4",NA,NA
"4540",NA,NA,"40_5",NA,NA
"4541",NA,NA,"40_6",NA,NA
"4542",NA,NA,"40_7",NA,NA
"4543",NA,NA,"40_8",NA,NA
"4544",NA,NA,"40_9",NA,NA
"4545",NA,NA,"32_1",NA,NA
"4546",NA,NA,"32_3",NA,NA
"4547",NA,NA,"32_4",NA,NA
"4548",NA,NA,"32_7",NA,NA
"4549",NA,NA,"40_1",NA,NA
"4550",NA,NA,"40_2",NA,NA
"4551",NA,NA,"32_6",NA,NA
"4552",NA,NA,"32_11",NA,NA
"4553",NA,NA,"32_5",NA,NA
"4554",NA,NA,"32_8",NA,NA
"4555",NA,NA,"32_9",NA,NA
"4556",NA,NA,"32_10",NA,NA
"4557",NA,NA,"22_1",NA,NA
"4558",NA,NA,"22_2",NA,NA
"4559",NA,NA,"22_3",NA,NA
"4560",NA,NA,"22_4",NA,NA
"4561",NA,NA,"22_5",NA,NA
"4562",NA,NA,"32_2",NA,NA
"4563",NA,NA,"15_1",NA,NA
"4564",NA,NA,"40_3",NA,NA
"4565",NA,NA,"40_4",NA,NA
"4566",NA,NA,"40_5",NA,NA
"4567",NA,NA,"40_6",NA,NA
"4568",NA,NA,"40_7",NA,NA
"4569",NA,NA,"40_8",NA,NA
"4570",NA,NA,"40_9",NA,NA
"4571",NA,NA,"32_1",NA,NA
"4572",NA,NA,"32_3",NA,NA
"4573",NA,NA,"32_4",NA,NA
"4574",NA,NA,"32_7",NA,NA
"4575",NA,NA,"40_1",NA,NA
"4576",NA,NA,"40_2",NA,NA
"4577",NA,NA,"32_6",NA,NA
"4578",NA,NA,"32_11",NA,NA
"4579",NA,NA,"32_5",NA,NA
"4580",NA,NA,"32_8",NA,NA
"4581",NA,NA,"32_9",NA,NA
"4582",NA,NA,"32_10",NA,NA
"4583",NA,NA,"22_1",NA,NA
"4584",NA,NA,"22_2",NA,NA
"4585",NA,NA,"22_3",NA,NA
"4586",NA,NA,"22_4",NA,NA
"4587",NA,NA,"22_5",NA,NA
"4588",NA,NA,"32_2",NA,NA
"4589",NA,NA,"15_1",NA,NA
"4590",NA,NA,"40_3",NA,NA
"4591",NA,NA,"40_4",NA,NA
"4592",NA,NA,"40_5",NA,NA
"4593",NA,NA,"40_6",NA,NA
"4594",NA,NA,"40_7",NA,NA
"4595",NA,NA,"40_8",NA,NA
"4596",NA,NA,"40_9",NA,NA
"4597",NA,NA,"32_1",NA,NA
"4598",NA,NA,"32_3",NA,NA
"4599",NA,NA,"32_7",NA,NA
"4600",NA,NA,"40_1",NA,NA
"4601",NA,NA,"32_4",NA,NA
"4602",NA,NA,"32_6",NA,NA
"4603",NA,NA,"40_2",NA,NA
"4604",NA,NA,"32_11",NA,NA
"4605",NA,NA,"32_5",NA,NA
"4606",NA,NA,"32_8",NA,NA
"4607",NA,NA,"32_9",NA,NA
"4608",NA,NA,"32_10",NA,NA
"4609",NA,NA,"22_1",NA,NA
"4610",NA,NA,"22_2",NA,NA
"4611",NA,NA,"22_3",NA,NA
"4612",NA,NA,"22_4",NA,NA
"4613",NA,NA,"22_5",NA,NA
"4614",NA,NA,"15_1",NA,NA
"4615",NA,NA,"32_2",NA,NA
"4616",NA,NA,"40_3",NA,NA
"4617",NA,NA,"40_4",NA,NA
"4618",NA,NA,"40_5",NA,NA
"4619",NA,NA,"40_6",NA,NA
"4620",NA,NA,"40_7",NA,NA
"4621",NA,NA,"40_8",NA,NA
"4622",NA,NA,"40_9",NA,NA
"4623",NA,NA,"32_1",NA,NA
"4624",NA,NA,"32_3",NA,NA
"4625",NA,NA,"32_7",NA,NA
"4626",NA,NA,"40_1",NA,NA
"4627",NA,NA,"32_4",NA,NA
"4628",NA,NA,"32_6",NA,NA
"4629",NA,NA,"40_2",NA,NA
"4630",NA,NA,"32_11",NA,NA
"4631",NA,NA,"32_10",NA,NA
"4632",NA,NA,"32_5",NA,NA
"4633",NA,NA,"32_8",NA,NA
"4634",NA,NA,"32_9",NA,NA
"4635",NA,NA,"22_1",NA,NA
"4636",NA,NA,"22_2",NA,NA
"4637",NA,NA,"22_3",NA,NA
"4638",NA,NA,"22_4",NA,NA
"4639",NA,NA,"22_5",NA,NA
"4640",NA,NA,"15_1",NA,NA
"4641",NA,NA,"40_3",NA,NA
"4642",NA,NA,"40_4",NA,NA
"4643",NA,NA,"40_5",NA,NA
"4644",NA,NA,"40_6",NA,NA
"4645",NA,NA,"40_7",NA,NA
"4646",NA,NA,"40_8",NA,NA
"4647",NA,NA,"40_9",NA,NA
"4648",NA,NA,"32_1",NA,NA
"4649",NA,NA,"32_2",NA,NA
"4650",NA,NA,"32_3",NA,NA
"4651",NA,NA,"32_7",NA,NA
"4652",NA,NA,"40_1",NA,NA
"4653",NA,NA,"32_4",NA,NA
"4654",NA,NA,"32_6",NA,NA
"4655",NA,NA,"32_11",NA,NA
"4656",NA,NA,"40_2",NA,NA
"4657",NA,NA,"32_10",NA,NA
"4658",NA,NA,"32_8",NA,NA
"4659",NA,NA,"32_5",NA,NA
"4660",NA,NA,"32_9",NA,NA
"4661",NA,NA,"22_1",NA,NA
"4662",NA,NA,"22_2",NA,NA
"4663",NA,NA,"22_3",NA,NA
"4664",NA,NA,"22_4",NA,NA
"4665",NA,NA,"22_5",NA,NA
"4666",NA,NA,"15_1",NA,NA
"4667",NA,NA,"40_4",NA,NA
"4668",NA,NA,"40_5",NA,NA
"4669",NA,NA,"40_6",NA,NA
"4670",NA,NA,"40_7",NA,NA
"4671",NA,NA,"40_8",NA,NA
"4672",NA,NA,"40_9",NA,NA
"4673",NA,NA,"32_1",NA,NA
"4674",NA,NA,"32_2",NA,NA
"4675",NA,NA,"32_3",NA,NA
"4676",NA,NA,"32_4",NA,NA
"4677",NA,NA,"32_8",NA,NA
"4678",NA,NA,"40_1",NA,NA
"4679",NA,NA,"40_2",NA,NA
"4680",NA,NA,"32_5",NA,NA
"4681",NA,NA,"32_7",NA,NA
"4682",NA,NA,"40_3",NA,NA
"4683",NA,NA,"32_9",NA,NA
"4684",NA,NA,"32_11",NA,NA
"4685",NA,NA,"32_6",NA,NA
"4686",NA,NA,"32_10",NA,NA
"4687","2019","A","7_5",-1,"-20 - 20"
"4688","2019","A","21_1",-1,"-20 - 20"
"4689","2019","A","21_2",-1,"-20 - 20"
"4690","2019","A","5_1",-1,"-20 - 20"
"4691","2019","A","21_3",-1,"-20 - 20"
"4692","2019","A","5_5",1,"-20 - 20"
"4693","2019","A","7_6",5,"-20 - 20"
"4694","2019","A","5_6",3,"-20 - 20"
"4695","2019","A","7_3",-1,"-20 - 20"
"4696","2019","A","5_2",0,"-20 - 20"
"4697","2019","A","12_2",-1,"-20 - 20"
"4698","2019","A","12_1",4,"-20 - 20"
"4699","2019","A","7_1",1,"-20 - 20"
"4700","2019","A","7_8",99,"80 - 100"
"4701","2019","A","13_1",3,"-20 - 20"
"4702","2019","A","5_3",-1,"-20 - 20"
"4703","2019","A","7_4",1,"-20 - 20"
"4704","2019","A","5_4",-1,"-20 - 20"
"4705","2019","A","7_7",115,"100 - 120"
"4706","2019","A","7_2",-1,"-20 - 20"
"4707","2019","B","7_6",-24,"-40 - -20"
"4708","2019","B","12_2",-22,"-40 - -20"
"4709","2019","B","5_2",5,"-20 - 20"
"4710","2019","B","5_5",30,"20 - 40"
"4711","2019","B","7_5",-29,"-40 - -20"
"4712","2019","B","13_1",-27,"-40 - -20"
"4713","2019","B","7_3",-23,"-40 - -20"
"4714","2019","B","21_1",-30,"-40 - -20"
"4715","2019","B","21_2",-27,"-40 - -20"
"4716","2019","B","5_6",3,"-20 - 20"
"4717","2019","B","7_7",135,"< 120"
"4718","2019","B","5_1",8,"-20 - 20"
"4719","2019","B","7_1",-30,"-40 - -20"
"4720","2019","B","21_3",-28,"-40 - -20"
"4721","2019","B","7_2",-29,"-40 - -20"
"4722","2019","B","7_4",-30,"-40 - -20"
"4723","2019","B","5_4",-19,"-20 - 20"
"4724","2019","B","7_8",90,"80 - 100"
"4725","2019","B","5_3",-28,"-40 - -20"
"4726","2019","B","12_1",-13,"-20 - 20"
"4727","2019","C","7_5",-28,"-40 - -20"
"4728","2019","C","5_5",27,"20 - 40"
"4729","2019","C","13_1",-48,"-60 - -40"
"4730","2019","C","5_2",-9,"-20 - 20"
"4731","2019","C","5_6",0,"-20 - 20"
"4732","2019","C","21_2",-47,"-60 - -40"
"4733","2019","C","21_1",-46,"-60 - -40"
"4734","2019","C","7_7",-43,"-60 - -40"
"4735","2019","C","7_3",-31,"-40 - -20"
"4736","2019","C","7_4",-48,"-60 - -40"
"4737","2019","C","5_1",5,"-20 - 20"
"4738","2019","C","7_8",-46,"-60 - -40"
"4739","2019","C","12_2",-45,"-60 - -40"
"4740","2019","C","5_3",-38,"-40 - -20"
"4741","2019","C","7_1",-37,"-40 - -20"
"4742","2019","C","7_6",-46,"-60 - -40"
"4743","2019","C","7_2",-41,"-60 - -40"
"4744","2019","C","12_1",-48,"-60 - -40"
"4745","2019","C","5_4",13,"-20 - 20"
"4746","2019","C","21_3",-44,"-60 - -40"
"4747","2019","D","7_6",-10,"-20 - 20"
"4748","2019","D","7_5",14,"-20 - 20"
"4749","2019","D","7_7",-11,"-20 - 20"
"4750","2019","D","5_3",-7,"-20 - 20"
"4751","2019","D","5_5",-8,"-20 - 20"
"4752","2019","D","13_1",-11,"-20 - 20"
"4753","2019","D","12_2",-10,"-20 - 20"
"4754","2019","D","21_1",-10,"-20 - 20"
"4755","2019","D","5_1",3,"-20 - 20"
"4756","2019","D","5_6",5,"-20 - 20"
"4757","2019","D","12_1",-11,"-20 - 20"
"4758","2019","D","5_4",11,"-20 - 20"
"4759","2019","D","7_3",31,"20 - 40"
"4760","2019","D","5_2",-4,"-20 - 20"
"4761","2019","D","7_1",2,"-20 - 20"
"4762","2019","D","7_2",0,"-20 - 20"
"4763","2019","D","7_4",-11,"-20 - 20"
"4764","2019","D","21_3",-10,"-20 - 20"
"4765","2019","D","21_2",-8,"-20 - 20"
"4766","2019","D","7_8",-10,"-20 - 20"
"4767","2019","E","5_5",-1,"-20 - 20"
"4768","2019","E","13_1",-3,"-20 - 20"
"4769","2019","E","7_5",24,"20 - 40"
"4770","2019","E","12_2",-2,"-20 - 20"
"4771","2019","E","21_1",-2,"-20 - 20"
"4772","2019","E","5_6",-1,"-20 - 20"
"4773","2019","E","5_1",6,"-20 - 20"
"4774","2019","E","7_1",25,"20 - 40"
"4775","2019","E","5_2",-2,"-20 - 20"
"4776","2019","E","12_1",-3,"-20 - 20"
"4777","2019","E","7_7",-3,"-20 - 20"
"4778","2019","E","21_3",-1,"-20 - 20"
"4779","2019","E","7_6",-3,"-20 - 20"
"4780","2019","E","21_2",-1,"-20 - 20"
"4781","2019","E","7_3",32,"20 - 40"
"4782","2019","E","7_4",-1,"-20 - 20"
"4783","2019","E","7_2",3,"-20 - 20"
"4784","2019","E","7_8",2,"-20 - 20"
"4785","2019","E","5_4",-1,"-20 - 20"
"4786","2019","E","5_3",-2,"-20 - 20"
"4787","2019","F","5_5",-1,"-20 - 20"
"4788","2019","F","12_2",-1,"-20 - 20"
"4789","2019","F","21_1",-1,"-20 - 20"
"4790","2019","F","5_6",-1,"-20 - 20"
"4791","2019","F","5_1",1,"-20 - 20"
"4792","2019","F","7_1",6,"-20 - 20"
"4793","2019","F","5_2",0,"-20 - 20"
"4794","2019","F","21_3",-1,"-20 - 20"
"4795","2019","F","7_6",-1,"-20 - 20"
"4796","2019","F","7_8",1,"-20 - 20"
"4797","2019","F","13_1",-1,"-20 - 20"
"4798","2019","F","21_2",5,"-20 - 20"
"4799","2019","F","5_4",0,"-20 - 20"
"4800","2019","F","12_1",-1,"-20 - 20"
"4801","2019","F","5_3",-1,"-20 - 20"
"4802","2019","F","7_7",0,"-20 - 20"
"4803","2019","F","7_2",6,"-20 - 20"
"4804","2019","F","7_5",12,"-20 - 20"
"4805","2019","F","7_3",4,"-20 - 20"
"4806","2019","F","7_4",0,"-20 - 20"
"4807","2019","G","12_2",1,"-20 - 20"
"4808","2019","G","21_1",-2,"-20 - 20"
"4809","2019","G","5_2",-1,"-20 - 20"
"4810","2019","G","5_6",-1,"-20 - 20"
"4811","2019","G","7_1",-2,"-20 - 20"
"4812","2019","G","13_1",-2,"-20 - 20"
"4813","2019","G","7_2",-1,"-20 - 20"
"4814","2019","G","5_5",0,"-20 - 20"
"4815","2019","G","21_3",-1,"-20 - 20"
"4816","2019","G","7_5",0,"-20 - 20"
"4817","2019","G","7_6",-2,"-20 - 20"
"4818","2019","G","12_1",-2,"-20 - 20"
"4819","2019","G","5_1",3,"-20 - 20"
"4820","2019","G","7_3",-2,"-20 - 20"
"4821","2019","G","7_8",0,"-20 - 20"
"4822","2019","G","5_4",-2,"-20 - 20"
"4823","2019","G","7_4",-2,"-20 - 20"
"4824","2019","G","7_7",-1,"-20 - 20"
"4825","2019","G","21_2",0,"-20 - 20"
"4826","2019","G","5_3",-1,"-20 - 20"
"4827","2019","H","21_1",-2,"-20 - 20"
"4828","2019","H","7_1",-2,"-20 - 20"
"4829","2019","H","13_1",-2,"-20 - 20"
"4830","2019","H","5_6",-1,"-20 - 20"
"4831","2019","H","7_2",-2,"-20 - 20"
"4832","2019","H","5_5",0,"-20 - 20"
"4833","2019","H","21_3",0,"-20 - 20"
"4834","2019","H","7_8",-2,"-20 - 20"
"4835","2019","H","7_5",-2,"-20 - 20"
"4836","2019","H","12_1",-2,"-20 - 20"
"4837","2019","H","12_2",-2,"-20 - 20"
"4838","2019","H","21_2",-2,"-20 - 20"
"4839","2019","H","7_4",-2,"-20 - 20"
"4840","2019","H","7_6",-2,"-20 - 20"
"4841","2019","H","5_2",0,"-20 - 20"
"4842","2019","H","7_7",-2,"-20 - 20"
"4843","2019","H","5_3",-1,"-20 - 20"
"4844","2019","H","7_3",-2,"-20 - 20"
"4845","2019","H","5_4",-2,"-20 - 20"
"4846","2019","H","5_1",1,"-20 - 20"
"4847","2019","I","12_2",0,"-20 - 20"
"4848","2019","I","7_5",0,"-20 - 20"
"4849","2019","I","12_1",1,"-20 - 20"
"4850","2019","I","5_1",0,"-20 - 20"
"4851","2019","I","21_1",1,"-20 - 20"
"4852","2019","I","21_3",0,"-20 - 20"
"4853","2019","I","7_6",0,"-20 - 20"
"4854","2019","I","21_2",1,"-20 - 20"
"4855","2019","I","5_5",0,"-20 - 20"
"4856","2019","I","5_6",0,"-20 - 20"
"4857","2019","I","7_8",0,"-20 - 20"
"4858","2019","I","7_4",0,"-20 - 20"
"4859","2019","I","7_2",0,"-20 - 20"
"4860","2019","I","7_7",0,"-20 - 20"
"4861","2019","I","7_1",0,"-20 - 20"
"4862","2019","I","5_4",0,"-20 - 20"
"4863","2019","I","5_2",1,"-20 - 20"
"4864","2019","I","13_1",0,"-20 - 20"
"4865","2019","I","5_3",1,"-20 - 20"
"4866","2019","I","7_3",0,"-20 - 20"
"4867","2019","J","7_4",0,"-20 - 20"
"4868","2019","J","5_5",1,"-20 - 20"
"4869","2019","J","7_5",0,"-20 - 20"
"4870","2019","J","7_8",0,"-20 - 20"
"4871","2019","J","7_6",0,"-20 - 20"
"4872","2019","J","21_3",0,"-20 - 20"
"4873","2019","J","12_1",0,"-20 - 20"
"4874","2019","J","7_7",0,"-20 - 20"
"4875","2019","J","5_4",0,"-20 - 20"
"4876","2019","J","5_2",0,"-20 - 20"
"4877","2019","J","5_1",1,"-20 - 20"
"4878","2019","J","13_1",0,"-20 - 20"
"4879","2019","J","5_6",0,"-20 - 20"
"4880","2019","J","7_3",0,"-20 - 20"
"4881","2019","J","12_2",0,"-20 - 20"
"4882","2019","J","7_2",0,"-20 - 20"
"4883","2019","J","5_3",0,"-20 - 20"
"4884","2019","J","7_1",0,"-20 - 20"
"4885","2019","J","21_2",0,"-20 - 20"
"4886","2019","J","21_1",0,"-20 - 20"
"4887","2019","SEEDLING","5_5",3,"-20 - 20"
"4888","2019","SEEDLING","5_1",0,"-20 - 20"
"4889","2019","SEEDLING","7_2",1,"-20 - 20"
"4890","2019","SEEDLING","7_5",0,"-20 - 20"
"4891","2019","SEEDLING","7_7",201,"< 120"
"4892","2019","SEEDLING","7_6",16,"-20 - 20"
"4893","2019","SEEDLING","21_2",-5,"-20 - 20"
"4894","2019","SEEDLING","13_1",15,"-20 - 20"
"4895","2019","SEEDLING","21_1",-4,"-20 - 20"
"4896","2019","SEEDLING","5_6",6,"-20 - 20"
"4897","2019","SEEDLING","12_2",38,"20 - 40"
"4898","2019","SEEDLING","7_4",-2,"-20 - 20"
"4899","2019","SEEDLING","12_1",24,"20 - 40"
"4900","2019","SEEDLING","7_3",-2,"-20 - 20"
"4901","2019","SEEDLING","5_4",-6,"-20 - 20"
"4902","2019","SEEDLING","7_8",263,"< 120"
"4903","2019","SEEDLING","5_3",-6,"-20 - 20"
"4904","2019","SEEDLING","21_3",-4,"-20 - 20"
"4905","2019","SEEDLING","5_2",1,"-20 - 20"
"4906","2019","SEEDLING","7_1",-2,"-20 - 20"
"4907",NA,NA,"7_1",NA,NA
"4908",NA,NA,"7_2",NA,NA
"4909",NA,NA,"7_3",NA,NA
"4910",NA,NA,"7_4",NA,NA
"4911",NA,NA,"7_5",NA,NA
"4912",NA,NA,"7_6",NA,NA
"4913",NA,NA,"7_7",NA,NA
"4914",NA,NA,"7_8",NA,NA
"4915",NA,NA,"22_1",NA,NA
"4916",NA,NA,"22_2",NA,NA
"4917",NA,NA,"22_4",NA,NA
"4918",NA,NA,"22_5",NA,NA
"4919",NA,NA,"15_1",NA,NA
"4920",NA,NA,"40_2",NA,NA
"4921",NA,NA,"40_3",NA,NA
"4922",NA,NA,"40_4",NA,NA
"4923",NA,NA,"32_4",NA,NA
"4924",NA,NA,"32_5",NA,NA
"4925",NA,NA,"32_6",NA,NA
"4926",NA,NA,"32_7",NA,NA
"4927",NA,NA,"32_8",NA,NA
"4928",NA,NA,"32_9",NA,NA
"4929",NA,NA,"32_10",NA,NA
"4930",NA,NA,"32_11",NA,NA
"4931",NA,NA,"22_3",NA,NA
"4932",NA,NA,"32_2",NA,NA
"4933",NA,NA,"40_5",NA,NA
"4934",NA,NA,"40_6",NA,NA
"4935",NA,NA,"32_1",NA,NA
"4936",NA,NA,"40_8",NA,NA
"4937",NA,NA,"32_3",NA,NA
"4938",NA,NA,"40_7",NA,NA
"4939",NA,NA,"40_9",NA,NA
"4940",NA,NA,"40_1",NA,NA
"4941",NA,NA,"7_1",NA,NA
"4942",NA,NA,"7_2",NA,NA
"4943",NA,NA,"7_3",NA,NA
"4944",NA,NA,"7_4",NA,NA
"4945",NA,NA,"7_5",NA,NA
"4946",NA,NA,"7_6",NA,NA
"4947",NA,NA,"7_7",NA,NA
"4948",NA,NA,"7_8",NA,NA
"4949",NA,NA,"22_1",NA,NA
"4950",NA,NA,"22_2",NA,NA
"4951",NA,NA,"22_4",NA,NA
"4952",NA,NA,"22_5",NA,NA
"4953",NA,NA,"15_1",NA,NA
"4954",NA,NA,"40_2",NA,NA
"4955",NA,NA,"40_3",NA,NA
"4956",NA,NA,"40_4",NA,NA
"4957",NA,NA,"32_4",NA,NA
"4958",NA,NA,"32_5",NA,NA
"4959",NA,NA,"32_6",NA,NA
"4960",NA,NA,"32_7",NA,NA
"4961",NA,NA,"32_8",NA,NA
"4962",NA,NA,"32_9",NA,NA
"4963",NA,NA,"32_10",NA,NA
"4964",NA,NA,"32_11",NA,NA
"4965",NA,NA,"22_3",NA,NA
"4966",NA,NA,"40_5",NA,NA
"4967",NA,NA,"40_6",NA,NA
"4968",NA,NA,"32_1",NA,NA
"4969",NA,NA,"40_8",NA,NA
"4970",NA,NA,"32_2",NA,NA
"4971",NA,NA,"32_3",NA,NA
"4972",NA,NA,"40_7",NA,NA
"4973",NA,NA,"40_9",NA,NA
"4974",NA,NA,"40_1",NA,NA
"4975",NA,NA,"7_1",NA,NA
"4976",NA,NA,"7_2",NA,NA
"4977",NA,NA,"7_3",NA,NA
"4978",NA,NA,"7_4",NA,NA
"4979",NA,NA,"7_5",NA,NA
"4980",NA,NA,"7_6",NA,NA
"4981",NA,NA,"7_7",NA,NA
"4982",NA,NA,"7_8",NA,NA
"4983",NA,NA,"22_1",NA,NA
"4984",NA,NA,"22_2",NA,NA
"4985",NA,NA,"22_4",NA,NA
"4986",NA,NA,"22_5",NA,NA
"4987",NA,NA,"15_1",NA,NA
"4988",NA,NA,"40_2",NA,NA
"4989",NA,NA,"40_3",NA,NA
"4990",NA,NA,"40_4",NA,NA
"4991",NA,NA,"32_4",NA,NA
"4992",NA,NA,"32_5",NA,NA
"4993",NA,NA,"32_6",NA,NA
"4994",NA,NA,"32_7",NA,NA
"4995",NA,NA,"32_8",NA,NA
"4996",NA,NA,"32_9",NA,NA
"4997",NA,NA,"32_10",NA,NA
"4998",NA,NA,"32_11",NA,NA
"4999",NA,NA,"22_3",NA,NA
"5000",NA,NA,"40_5",NA,NA
"5001",NA,NA,"40_6",NA,NA
"5002",NA,NA,"32_1",NA,NA
"5003",NA,NA,"32_2",NA,NA
"5004",NA,NA,"32_3",NA,NA
"5005",NA,NA,"40_7",NA,NA
"5006",NA,NA,"40_8",NA,NA
"5007",NA,NA,"40_9",NA,NA
"5008",NA,NA,"40_1",NA,NA
"5009",NA,NA,"7_1",NA,NA
"5010",NA,NA,"7_2",NA,NA
"5011",NA,NA,"7_3",NA,NA
"5012",NA,NA,"7_4",NA,NA
"5013",NA,NA,"7_5",NA,NA
"5014",NA,NA,"7_6",NA,NA
"5015",NA,NA,"7_7",NA,NA
"5016",NA,NA,"7_8",NA,NA
"5017",NA,NA,"22_1",NA,NA
"5018",NA,NA,"22_3",NA,NA
"5019",NA,NA,"22_4",NA,NA
"5020",NA,NA,"22_5",NA,NA
"5021",NA,NA,"15_1",NA,NA
"5022",NA,NA,"40_2",NA,NA
"5023",NA,NA,"40_3",NA,NA
"5024",NA,NA,"32_4",NA,NA
"5025",NA,NA,"32_5",NA,NA
"5026",NA,NA,"32_6",NA,NA
"5027",NA,NA,"32_7",NA,NA
"5028",NA,NA,"32_8",NA,NA
"5029",NA,NA,"32_9",NA,NA
"5030",NA,NA,"32_10",NA,NA
"5031",NA,NA,"32_11",NA,NA
"5032",NA,NA,"40_4",NA,NA
"5033",NA,NA,"22_2",NA,NA
"5034",NA,NA,"40_5",NA,NA
"5035",NA,NA,"40_6",NA,NA
"5036",NA,NA,"32_1",NA,NA
"5037",NA,NA,"32_3",NA,NA
"5038",NA,NA,"40_7",NA,NA
"5039",NA,NA,"40_8",NA,NA
"5040",NA,NA,"40_9",NA,NA
