"","MONYEAR.x","SIZE.x","BP","difference","diffFactor"
"3832","2015","D","7_4",-4,"-20 - 20"
"3833","2015","D","13_1",-6,"-20 - 20"
"3834","2015","D","5_2",-4,"-20 - 20"
"3835","2015","D","12_1",-6,"-20 - 20"
"3836","2015","D","12_2",-6,"-20 - 20"
"3837","2015","D","7_7",-6,"-20 - 20"
"3838","2015","D","5_4",0,"-20 - 20"
"3839","2015","D","5_3",-5,"-20 - 20"
"3840","2015","D","7_1",24,"20 - 40"
"3841","2015","D","7_6",-5,"-20 - 20"
"3842","2015","E","5_1",2,"-20 - 20"
"3843","2015","E","7_5",18,"-20 - 20"
"3844","2015","E","5_5",-1,"-20 - 20"
"3845","2015","E","5_6",0,"-20 - 20"
"3846","2015","E","12_2",-2,"-20 - 20"
"3847","2015","E","7_7",-1,"-20 - 20"
"3848","2015","E","5_4",0,"-20 - 20"
"3849","2015","E","7_2",8,"-20 - 20"
"3850","2015","E","15_1",0,"-20 - 20"
"3851","2015","E","7_6",-2,"-20 - 20"
"3852","2015","E","7_4",0,"-20 - 20"
"3853","2015","E","7_3",15,"-20 - 20"
"3854","2015","E","12_1",-2,"-20 - 20"
"3855","2015","E","7_1",18,"-20 - 20"
"3856","2015","E","13_1",-2,"-20 - 20"
"3857","2015","E","5_2",-1,"-20 - 20"
"3858","2015","E","5_3",-2,"-20 - 20"
"3859","2015","F","12_2",0,"-20 - 20"
"3860","2015","F","15_1",0,"-20 - 20"
"3861","2015","F","5_1",1,"-20 - 20"
"3862","2015","F","7_2",3,"-20 - 20"
"3863","2015","F","12_1",-1,"-20 - 20"
"3864","2015","F","5_5",-1,"-20 - 20"
"3865","2015","F","5_2",0,"-20 - 20"
"3866","2015","F","7_3",2,"-20 - 20"
"3867","2015","F","7_4",-1,"-20 - 20"
"3868","2015","F","7_6",0,"-20 - 20"
"3869","2015","F","5_3",0,"-20 - 20"
"3870","2015","F","7_5",7,"-20 - 20"
"3871","2015","F","5_6",-1,"-20 - 20"
"3872","2015","F","5_4",-1,"-20 - 20"
"3873","2015","F","7_7",0,"-20 - 20"
"3874","2015","F","13_1",-1,"-20 - 20"
"3875","2015","F","7_1",5,"-20 - 20"
"3876","2015","G","7_2",-3,"-20 - 20"
"3877","2015","G","15_1",-1,"-20 - 20"
"3878","2015","G","5_2",1,"-20 - 20"
"3879","2015","G","7_6",-3,"-20 - 20"
"3880","2015","G","12_2",0,"-20 - 20"
"3881","2015","G","5_6",-1,"-20 - 20"
"3882","2015","G","7_3",-3,"-20 - 20"
"3883","2015","G","7_5",-3,"-20 - 20"
"3884","2015","G","7_7",-3,"-20 - 20"
"3885","2015","G","5_4",-3,"-20 - 20"
"3886","2015","G","5_5",-1,"-20 - 20"
"3887","2015","G","5_1",3,"-20 - 20"
"3888","2015","G","12_1",-3,"-20 - 20"
"3889","2015","G","13_1",-3,"-20 - 20"
"3890","2015","G","7_1",-3,"-20 - 20"
"3891","2015","G","7_4",-3,"-20 - 20"
"3892","2015","G","5_3",-2,"-20 - 20"
"3893","2015","H","5_1",2,"-20 - 20"
"3894","2015","H","7_5",-1,"-20 - 20"
"3895","2015","H","12_2",-1,"-20 - 20"
"3896","2015","H","5_5",1,"-20 - 20"
"3897","2015","H","12_1",-1,"-20 - 20"
"3898","2015","H","5_6",0,"-20 - 20"
"3899","2015","H","5_2",0,"-20 - 20"
"3900","2015","H","7_6",-1,"-20 - 20"
"3901","2015","H","7_2",-1,"-20 - 20"
"3902","2015","H","7_7",-1,"-20 - 20"
"3903","2015","H","7_1",-1,"-20 - 20"
"3904","2015","H","15_1",2,"-20 - 20"
"3905","2015","H","7_4",-1,"-20 - 20"
"3906","2015","H","5_3",0,"-20 - 20"
"3907","2015","H","5_4",-1,"-20 - 20"
"3908","2015","H","7_3",-1,"-20 - 20"
"3909","2015","H","13_1",-1,"-20 - 20"
"3910","2015","I","5_5",0,"-20 - 20"
"3911","2015","I","12_2",0,"-20 - 20"
"3912","2015","I","7_2",0,"-20 - 20"
"3913","2015","I","7_5",0,"-20 - 20"
"3914","2015","I","5_3",2,"-20 - 20"
"3915","2015","I","7_3",0,"-20 - 20"
"3916","2015","I","15_1",2,"-20 - 20"
"3917","2015","I","5_6",0,"-20 - 20"
"3918","2015","I","7_6",0,"-20 - 20"
"3919","2015","I","5_4",0,"-20 - 20"
"3920","2015","I","7_4",0,"-20 - 20"
"3921","2015","I","5_1",0,"-20 - 20"
"3922","2015","I","5_2",0,"-20 - 20"
"3923","2015","I","13_1",0,"-20 - 20"
"3924","2015","I","7_1",0,"-20 - 20"
"3925","2015","I","7_7",0,"-20 - 20"
"3926","2015","I","12_1",1,"-20 - 20"
"3927","2015","J","5_1",0,"-20 - 20"
"3928","2015","J","12_2",-1,"-20 - 20"
"3929","2015","J","12_1",-1,"-20 - 20"
"3930","2015","J","15_1",4,"-20 - 20"
"3931","2015","J","7_5",-1,"-20 - 20"
"3932","2015","J","5_3",-1,"-20 - 20"
"3933","2015","J","7_3",-1,"-20 - 20"
"3934","2015","J","5_2",-1,"-20 - 20"
"3935","2015","J","5_5",0,"-20 - 20"
"3936","2015","J","7_6",-1,"-20 - 20"
"3937","2015","J","5_6",-1,"-20 - 20"
"3938","2015","J","7_4",-1,"-20 - 20"
"3939","2015","J","7_2",-1,"-20 - 20"
"3940","2015","J","7_7",-1,"-20 - 20"
"3941","2015","J","13_1",-1,"-20 - 20"
"3942","2015","J","5_4",0,"-20 - 20"
"3943","2015","J","7_1",-1,"-20 - 20"
"3944","2015","SEEDLING","5_2",-2,"-20 - 20"
"3945","2015","SEEDLING","7_6",3,"-20 - 20"
"3946","2015","SEEDLING","7_4",-12,"-20 - 20"
"3947","2015","SEEDLING","7_1",-15,"-20 - 20"
"3948","2015","SEEDLING","5_3",-16,"-20 - 20"
"3949","2015","SEEDLING","7_3",-6,"-20 - 20"
"3950","2015","SEEDLING","7_7",278,"< 120"
"3951","2015","SEEDLING","13_1",-5,"-20 - 20"
"3952","2015","SEEDLING","12_1",-8,"-20 - 20"
"3953","2015","SEEDLING","5_4",-16,"-20 - 20"
"3954","2015","SEEDLING","5_6",17,"-20 - 20"
"3955","2015","SEEDLING","5_1",-2,"-20 - 20"
"3956","2015","SEEDLING","15_1",-2,"-20 - 20"
"3957","2015","SEEDLING","7_5",-9,"-20 - 20"
"3958","2015","SEEDLING","12_2",35,"20 - 40"
"3959","2015","SEEDLING","5_5",19,"-20 - 20"
"3960","2015","SEEDLING","7_2",-5,"-20 - 20"
"3961",NA,NA,"22_3",NA,NA
"3962",NA,NA,"22_4",NA,NA
"3963",NA,NA,"22_5",NA,NA
"3964",NA,NA,"22_1",NA,NA
"3965",NA,NA,"22_2",NA,NA
"3966",NA,NA,"40_1",NA,NA
"3967",NA,NA,"40_6",NA,NA
"3968",NA,NA,"40_2",NA,NA
"3969",NA,NA,"40_3",NA,NA
"3970",NA,NA,"40_4",NA,NA
"3971",NA,NA,"40_5",NA,NA
"3972",NA,NA,"40_7",NA,NA
"3973",NA,NA,"40_8",NA,NA
"3974",NA,NA,"40_9",NA,NA
"3975",NA,NA,"22_3",NA,NA
"3976",NA,NA,"22_4",NA,NA
"3977",NA,NA,"22_5",NA,NA
"3978",NA,NA,"22_1",NA,NA
"3979",NA,NA,"22_2",NA,NA
"3980",NA,NA,"40_6",NA,NA
"3981",NA,NA,"40_1",NA,NA
"3982",NA,NA,"40_2",NA,NA
"3983",NA,NA,"40_3",NA,NA
"3984",NA,NA,"40_4",NA,NA
"3985",NA,NA,"40_5",NA,NA
"3986",NA,NA,"40_7",NA,NA
"3987",NA,NA,"40_8",NA,NA
"3988",NA,NA,"40_9",NA,NA
"3989",NA,NA,"22_3",NA,NA
"3990",NA,NA,"22_4",NA,NA
"3991",NA,NA,"22_5",NA,NA
"3992",NA,NA,"22_1",NA,NA
"3993",NA,NA,"22_2",NA,NA
"3994",NA,NA,"40_6",NA,NA
"3995",NA,NA,"40_1",NA,NA
"3996",NA,NA,"40_2",NA,NA
"3997",NA,NA,"40_3",NA,NA
"3998",NA,NA,"40_4",NA,NA
"3999",NA,NA,"40_5",NA,NA
"4000",NA,NA,"40_7",NA,NA
"4001",NA,NA,"40_8",NA,NA
"4002",NA,NA,"40_9",NA,NA
"4003",NA,NA,"22_3",NA,NA
"4004",NA,NA,"22_4",NA,NA
"4005",NA,NA,"22_5",NA,NA
"4006",NA,NA,"22_1",NA,NA
"4007",NA,NA,"22_2",NA,NA
"4008",NA,NA,"40_6",NA,NA
"4009",NA,NA,"40_1",NA,NA
"4010",NA,NA,"40_2",NA,NA
"4011",NA,NA,"40_3",NA,NA
"4012",NA,NA,"40_4",NA,NA
"4013",NA,NA,"40_5",NA,NA
"4014",NA,NA,"40_7",NA,NA
"4015",NA,NA,"40_8",NA,NA
"4016",NA,NA,"40_9",NA,NA
"4017",NA,NA,"22_3",NA,NA
"4018",NA,NA,"22_4",NA,NA
"4019",NA,NA,"22_5",NA,NA
"4020",NA,NA,"22_1",NA,NA
"4021",NA,NA,"22_2",NA,NA
"4022",NA,NA,"40_6",NA,NA
"4023",NA,NA,"40_1",NA,NA
"4024",NA,NA,"40_2",NA,NA
"4025",NA,NA,"40_3",NA,NA
"4026",NA,NA,"40_4",NA,NA
"4027",NA,NA,"40_5",NA,NA
"4028",NA,NA,"40_9",NA,NA
"4029",NA,NA,"40_7",NA,NA
"4030",NA,NA,"40_8",NA,NA
"4031",NA,NA,"22_3",NA,NA
"4032",NA,NA,"22_4",NA,NA
"4033",NA,NA,"22_5",NA,NA
"4034",NA,NA,"22_1",NA,NA
"4035",NA,NA,"22_2",NA,NA
"4036",NA,NA,"40_6",NA,NA
"4037",NA,NA,"40_1",NA,NA
"4038",NA,NA,"40_2",NA,NA
"4039",NA,NA,"40_3",NA,NA
"4040",NA,NA,"40_4",NA,NA
"4041",NA,NA,"40_5",NA,NA
"4042",NA,NA,"40_9",NA,NA
"4043",NA,NA,"40_7",NA,NA
"4044",NA,NA,"40_8",NA,NA
"4045",NA,NA,"22_3",NA,NA
"4046",NA,NA,"22_4",NA,NA
"4047",NA,NA,"22_5",NA,NA
"4048",NA,NA,"22_1",NA,NA
"4049",NA,NA,"22_2",NA,NA
"4050",NA,NA,"40_6",NA,NA
"4051",NA,NA,"40_1",NA,NA
"4052",NA,NA,"40_2",NA,NA
"4053",NA,NA,"40_3",NA,NA
"4054",NA,NA,"40_4",NA,NA
"4055",NA,NA,"40_5",NA,NA
"4056",NA,NA,"40_9",NA,NA
"4057",NA,NA,"40_7",NA,NA
"4058",NA,NA,"40_8",NA,NA
"4059",NA,NA,"22_3",NA,NA
"4060",NA,NA,"22_4",NA,NA
"4061",NA,NA,"22_5",NA,NA
"4062",NA,NA,"22_1",NA,NA
"4063",NA,NA,"22_2",NA,NA
"4064",NA,NA,"40_1",NA,NA
"4065",NA,NA,"40_2",NA,NA
"4066",NA,NA,"40_3",NA,NA
"4067",NA,NA,"40_4",NA,NA
"4068",NA,NA,"40_5",NA,NA
"4069",NA,NA,"40_9",NA,NA
"4070",NA,NA,"40_6",NA,NA
"4071",NA,NA,"40_7",NA,NA
"4072",NA,NA,"40_8",NA,NA
"4073",NA,NA,"22_3",NA,NA
"4074",NA,NA,"22_4",NA,NA
"4075",NA,NA,"22_5",NA,NA
"4076",NA,NA,"22_1",NA,NA
"4077",NA,NA,"22_2",NA,NA
"4078",NA,NA,"40_5",NA,NA
"4079",NA,NA,"40_1",NA,NA
"4080",NA,NA,"40_2",NA,NA
"4081",NA,NA,"40_3",NA,NA
"4082",NA,NA,"40_4",NA,NA
"4083",NA,NA,"40_9",NA,NA
"4084",NA,NA,"40_6",NA,NA
"4085",NA,NA,"40_7",NA,NA
"4086",NA,NA,"40_8",NA,NA
"4087",NA,NA,"22_3",NA,NA
"4088",NA,NA,"22_4",NA,NA
"4089",NA,NA,"22_5",NA,NA
"4090",NA,NA,"22_1",NA,NA
"4091",NA,NA,"22_2",NA,NA
"4092",NA,NA,"40_5",NA,NA
"4093",NA,NA,"40_1",NA,NA
"4094",NA,NA,"40_2",NA,NA
"4095",NA,NA,"40_3",NA,NA
"4096",NA,NA,"40_4",NA,NA
"4097",NA,NA,"40_9",NA,NA
"4098",NA,NA,"40_6",NA,NA
"4099",NA,NA,"40_7",NA,NA
"4100",NA,NA,"40_8",NA,NA
"4101",NA,NA,"22_4",NA,NA
"4102",NA,NA,"22_5",NA,NA
"4103",NA,NA,"40_1",NA,NA
"4104",NA,NA,"22_1",NA,NA
"4105",NA,NA,"22_2",NA,NA
"4106",NA,NA,"22_3",NA,NA
"4107",NA,NA,"40_6",NA,NA
"4108",NA,NA,"40_2",NA,NA
"4109",NA,NA,"40_3",NA,NA
"4110",NA,NA,"40_4",NA,NA
"4111",NA,NA,"40_5",NA,NA
"4112",NA,NA,"40_7",NA,NA
"4113",NA,NA,"40_8",NA,NA
"4114",NA,NA,"40_9",NA,NA
"4115","2017","A","5_3",-1,"-20 - 20"
"4116","2017","A","21_3",-1,"-20 - 20"
"4117","2017","A","1_5",-1,"-20 - 20"
"4118","2017","A","1_9",-1,"-20 - 20"
"4119","2017","A","7_2",-1,"-20 - 20"
"4120","2017","A","7_1",-1,"-20 - 20"
"4121","2017","A","7_4",-1,"-20 - 20"
"4122","2017","A","1_6",-1,"-20 - 20"
"4123","2017","A","1_1",-1,"-20 - 20"
"4124","2017","A","21_1",-1,"-20 - 20"
"4125","2017","A","1_2",-1,"-20 - 20"
"4126","2017","A","7_3",0,"-20 - 20"
"4127","2017","A","1_3",0,"-20 - 20"
"4128","2017","A","7_5",-1,"-20 - 20"
"4129","2017","A","1_8",-1,"-20 - 20"
"4130","2017","A","7_6",-1,"-20 - 20"
"4131","2017","A","21_2",-1,"-20 - 20"
"4132","2017","A","1_4",-1,"-20 - 20"
"4133","2017","A","5_1",-1,"-20 - 20"
"4134","2017","A","5_5",2,"-20 - 20"
"4135","2017","A","7_7",9,"-20 - 20"
"4136","2017","A","7_8",-1,"-20 - 20"
"4137","2017","A","1_7",-1,"-20 - 20"
"4138","2017","A","5_2",-1,"-20 - 20"
"4139","2017","A","5_6",-1,"-20 - 20"
"4140","2017","A","5_4",-1,"-20 - 20"
"4141","2017","B","21_3",-36,"-40 - -20"
"4142","2017","B","1_1",-37,"-40 - -20"
"4143","2017","B","5_3",-33,"-40 - -20"
"4144","2017","B","1_5",-34,"-40 - -20"
"4145","2017","B","1_6",-38,"-40 - -20"
"4146","2017","B","7_6",-36,"-40 - -20"
"4147","2017","B","7_4",-38,"-40 - -20"
"4148","2017","B","5_5",51,"40 - 60"
"4149","2017","B","7_7",4,"-20 - 20"
"4150","2017","B","7_5",-35,"-40 - -20"
"4151","2017","B","1_7",-31,"-40 - -20"
"4152","2017","B","7_1",-38,"-40 - -20"
"4153","2017","B","21_1",-38,"-40 - -20"
"4154","2017","B","1_2",-37,"-40 - -20"
"4155","2017","B","5_4",-29,"-40 - -20"
"4156","2017","B","7_3",-28,"-40 - -20"
"4157","2017","B","5_6",2,"-20 - 20"
"4158","2017","B","1_3",-30,"-40 - -20"
"4159","2017","B","1_9",-27,"-40 - -20"
"4160","2017","B","1_8",-35,"-40 - -20"
"4161","2017","B","5_2",2,"-20 - 20"
"4162","2017","B","1_4",-22,"-40 - -20"
"4163","2017","B","5_1",8,"-20 - 20"
"4164","2017","B","7_2",-35,"-40 - -20"
"4165","2017","B","7_8",-18,"-20 - 20"
"4166","2017","B","21_2",-35,"-40 - -20"
"4167","2017","C","5_3",-36,"-40 - -20"
"4168","2017","C","7_1",-31,"-40 - -20"
"4169","2017","C","1_5",-17,"-20 - 20"
"4170","2017","C","1_6",-41,"-60 - -40"
"4171","2017","C","7_8",-44,"-60 - -40"
"4172","2017","C","1_7",-9,"-20 - 20"
"4173","2017","C","5_4",23,"20 - 40"
"4174","2017","C","7_6",-45,"-60 - -40"
"4175","2017","C","1_2",-44,"-60 - -40"
"4176","2017","C","7_5",-23,"-40 - -20"
"4177","2017","C","7_7",-45,"-60 - -40"
"4178","2017","C","1_8",1,"-20 - 20"
"4179","2017","C","1_4",11,"-20 - 20"
"4180","2017","C","5_6",5,"-20 - 20"
"4181","2017","C","21_1",-42,"-60 - -40"
"4182","2017","C","1_1",-35,"-40 - -20"
"4183","2017","C","1_9",6,"-20 - 20"
"4184","2017","C","21_2",-42,"-60 - -40"
"4185","2017","C","7_4",-45,"-60 - -40"
"4186","2017","C","7_2",-38,"-40 - -20"
"4187","2017","C","21_3",-41,"-60 - -40"
"4188","2017","C","1_3",-2,"-20 - 20"
"4189","2017","C","5_2",-8,"-20 - 20"
"4190","2017","C","5_5",12,"-20 - 20"
"4191","2017","C","7_3",-18,"-20 - 20"
"4192","2017","C","5_1",4,"-20 - 20"
"4193","2017","D","1_6",21,"20 - 40"
"4194","2017","D","1_5",10,"-20 - 20"
"4195","2017","D","1_7",14,"-20 - 20"
"4196","2017","D","5_4",5,"-20 - 20"
"4197","2017","D","7_5",20,"-20 - 20"
"4198","2017","D","7_8",-8,"-20 - 20"
"4199","2017","D","5_3",-5,"-20 - 20"
"4200","2017","D","1_8",44,"40 - 60"
"4201","2017","D","7_6",-7,"-20 - 20"
"4202","2017","D","7_7",-8,"-20 - 20"
"4203","2017","D","7_1",8,"-20 - 20"
"4204","2017","D","21_3",-6,"-20 - 20"
"4205","2017","D","1_2",-7,"-20 - 20"
"4206","2017","D","7_2",1,"-20 - 20"
"4207","2017","D","1_9",22,"20 - 40"
"4208","2017","D","1_3",12,"-20 - 20"
"4209","2017","D","1_1",2,"-20 - 20"
"4210","2017","D","5_1",7,"-20 - 20"
"4211","2017","D","5_6",5,"-20 - 20"
"4212","2017","D","1_4",19,"-20 - 20"
"4213","2017","D","5_5",-6,"-20 - 20"
"4214","2017","D","21_1",-7,"-20 - 20"
"4215","2017","D","7_3",38,"20 - 40"
"4216","2017","D","21_2",-5,"-20 - 20"
"4217","2017","D","7_4",-7,"-20 - 20"
"4218","2017","D","5_2",-4,"-20 - 20"
"4219","2017","E","7_5",16,"-20 - 20"
"4220","2017","E","5_3",-1,"-20 - 20"
"4221","2017","E","7_6",-1,"-20 - 20"
"4222","2017","E","5_4",-1,"-20 - 20"
"4223","2017","E","1_2",-1,"-20 - 20"
"4224","2017","E","1_9",1,"-20 - 20"
"4225","2017","E","1_8",1,"-20 - 20"
"4226","2017","E","7_2",8,"-20 - 20"
"4227","2017","E","1_7",5,"-20 - 20"
"4228","2017","E","7_1",21,"20 - 40"
"4229","2017","E","7_7",0,"-20 - 20"
"4230","2017","E","5_6",0,"-20 - 20"
"4231","2017","E","1_6",37,"20 - 40"
"4232","2017","E","1_1",0,"-20 - 20"
"4233","2017","E","5_1",3,"-20 - 20"
"4234","2017","E","1_4",2,"-20 - 20"
"4235","2017","E","7_8",5,"-20 - 20"
"4236","2017","E","21_1",-1,"-20 - 20"
"4237","2017","E","1_3",0,"-20 - 20"
"4238","2017","E","21_2",1,"-20 - 20"
"4239","2017","E","5_5",1,"-20 - 20"
"4240","2017","E","1_5",0,"-20 - 20"
"4241","2017","E","21_3",-1,"-20 - 20"
"4242","2017","E","5_2",0,"-20 - 20"
"4243","2017","E","7_3",15,"-20 - 20"
"4244","2017","E","7_4",1,"-20 - 20"
"4245","2017","F","1_6",11,"-20 - 20"
"4246","2017","F","1_7",-1,"-20 - 20"
"4247","2017","F","5_4",0,"-20 - 20"
"4248","2017","F","5_3",0,"-20 - 20"
"4249","2017","F","7_6",-1,"-20 - 20"
"4250","2017","F","7_1",4,"-20 - 20"
"4251","2017","F","1_2",-1,"-20 - 20"
"4252","2017","F","7_7",0,"-20 - 20"
"4253","2017","F","7_5",7,"-20 - 20"
"4254","2017","F","5_6",-1,"-20 - 20"
"4255","2017","F","1_9",-1,"-20 - 20"
"4256","2017","F","5_5",-1,"-20 - 20"
"4257","2017","F","7_2",4,"-20 - 20"
"4258","2017","F","1_4",-1,"-20 - 20"
"4259","2017","F","7_8",1,"-20 - 20"
"4260","2017","F","21_1",-1,"-20 - 20"
"4261","2017","F","1_8",-1,"-20 - 20"
"4262","2017","F","21_2",4,"-20 - 20"
"4263","2017","F","5_2",0,"-20 - 20"
"4264","2017","F","1_1",0,"-20 - 20"
"4265","2017","F","7_3",3,"-20 - 20"
"4266","2017","F","1_5",0,"-20 - 20"
"4267","2017","F","1_3",-1,"-20 - 20"
"4268","2017","F","5_1",1,"-20 - 20"
"4269","2017","F","7_4",-1,"-20 - 20"
"4270","2017","F","21_3",-1,"-20 - 20"
"4271","2017","G","5_4",-2,"-20 - 20"
"4272","2017","G","5_3",-1,"-20 - 20"
"4273","2017","G","1_2",-2,"-20 - 20"
"4274","2017","G","7_6",-2,"-20 - 20"
"4275","2017","G","1_7",-2,"-20 - 20"
"4276","2017","G","5_5",1,"-20 - 20"
"4277","2017","G","7_7",-2,"-20 - 20"
"4278","2017","G","7_5",-2,"-20 - 20"
"4279","2017","G","21_2",0,"-20 - 20"
"4280","2017","G","7_4",-2,"-20 - 20"
"4281","2017","G","21_1",-2,"-20 - 20"
"4282","2017","G","1_6",0,"-20 - 20"
"4283","2017","G","5_6",0,"-20 - 20"
"4284","2017","G","21_3",0,"-20 - 20"
"4285","2017","G","7_3",-2,"-20 - 20"
"4286","2017","G","7_2",-2,"-20 - 20"
"4287","2017","G","7_1",-2,"-20 - 20"
"4288","2017","G","7_8",0,"-20 - 20"
"4289","2017","G","1_8",-2,"-20 - 20"
"4290","2017","G","1_9",-1,"-20 - 20"
"4291","2017","G","1_1",-2,"-20 - 20"
"4292","2017","G","1_3",-2,"-20 - 20"
"4293","2017","G","1_5",-2,"-20 - 20"
"4294","2017","G","5_2",1,"-20 - 20"
"4295","2017","G","1_4",-1,"-20 - 20"
"4296","2017","G","5_1",3,"-20 - 20"
"4297","2017","H","1_3",-2,"-20 - 20"
"4298","2017","H","7_6",-2,"-20 - 20"
"4299","2017","H","5_4",-2,"-20 - 20"
"4300","2017","H","1_2",-2,"-20 - 20"
"4301","2017","H","7_2",-2,"-20 - 20"
"4302","2017","H","7_5",-2,"-20 - 20"
"4303","2017","H","5_5",0,"-20 - 20"
"4304","2017","H","1_5",-2,"-20 - 20"
"4305","2017","H","21_1",-2,"-20 - 20"
"4306","2017","H","1_7",-2,"-20 - 20"
"4307","2017","H","7_7",-2,"-20 - 20"
"4308","2017","H","21_3",0,"-20 - 20"
"4309","2017","H","1_6",-1,"-20 - 20"
"4310","2017","H","1_4",-2,"-20 - 20"
"4311","2017","H","5_3",-1,"-20 - 20"
"4312","2017","H","1_8",-2,"-20 - 20"
"4313","2017","H","7_1",-2,"-20 - 20"
"4314","2017","H","1_9",-2,"-20 - 20"
"4315","2017","H","5_6",-1,"-20 - 20"
"4316","2017","H","7_3",-2,"-20 - 20"
"4317","2017","H","7_8",-2,"-20 - 20"
"4318","2017","H","21_2",-2,"-20 - 20"
"4319","2017","H","5_1",1,"-20 - 20"
"4320","2017","H","7_4",-2,"-20 - 20"
"4321","2017","H","1_1",-2,"-20 - 20"
"4322","2017","H","5_2",0,"-20 - 20"
"4323","2017","I","5_4",0,"-20 - 20"
"4324","2017","I","7_6",0,"-20 - 20"
"4325","2017","I","7_5",0,"-20 - 20"
"4326","2017","I","1_3",0,"-20 - 20"
"4327","2017","I","21_2",2,"-20 - 20"
"4328","2017","I","1_2",0,"-20 - 20"
"4329","2017","I","21_3",0,"-20 - 20"
"4330","2017","I","7_2",0,"-20 - 20"
"4331","2017","I","21_1",1,"-20 - 20"
"4332","2017","I","5_5",0,"-20 - 20"
"4333","2017","I","5_3",2,"-20 - 20"
"4334","2017","I","1_6",0,"-20 - 20"
"4335","2017","I","1_7",0,"-20 - 20"
"4336","2017","I","7_7",0,"-20 - 20"
"4337","2017","I","1_9",0,"-20 - 20"
"4338","2017","I","1_4",0,"-20 - 20"
"4339","2017","I","1_5",0,"-20 - 20"
"4340","2017","I","7_4",0,"-20 - 20"
"4341","2017","I","7_1",0,"-20 - 20"
"4342","2017","I","5_6",0,"-20 - 20"
"4343","2017","I","7_3",0,"-20 - 20"
"4344","2017","I","5_2",0,"-20 - 20"
"4345","2017","I","5_1",0,"-20 - 20"
"4346","2017","I","1_1",0,"-20 - 20"
"4347","2017","I","7_8",0,"-20 - 20"
"4348","2017","I","1_8",0,"-20 - 20"
"4349","2017","J","1_2",-1,"-20 - 20"
"4350","2017","J","7_6",-1,"-20 - 20"
"4351","2017","J","21_2",-1,"-20 - 20"
"4352","2017","J","1_3",-1,"-20 - 20"
"4353","2017","J","7_2",-1,"-20 - 20"
"4354","2017","J","5_1",0,"-20 - 20"
"4355","2017","J","21_3",5,"-20 - 20"
"4356","2017","J","1_6",-1,"-20 - 20"
"4357","2017","J","21_1",-1,"-20 - 20"
"4358","2017","J","7_5",-1,"-20 - 20"
"4359","2017","J","5_4",0,"-20 - 20"
"4360","2017","J","7_1",-1,"-20 - 20"
"4361","2017","J","1_9",-1,"-20 - 20"
"4362","2017","J","1_7",-1,"-20 - 20"
"4363","2017","J","1_1",-1,"-20 - 20"
"4364","2017","J","5_3",-1,"-20 - 20"
"4365","2017","J","7_7",-1,"-20 - 20"
"4366","2017","J","5_2",-1,"-20 - 20"
"4367","2017","J","5_5",0,"-20 - 20"
"4368","2017","J","7_8",-1,"-20 - 20"
"4369","2017","J","1_5",-1,"-20 - 20"
"4370","2017","J","7_4",-1,"-20 - 20"
"4371","2017","J","1_4",-1,"-20 - 20"
"4372","2017","J","7_3",-1,"-20 - 20"
"4373","2017","J","1_8",-1,"-20 - 20"
"4374","2017","J","5_6",-1,"-20 - 20"
"4375","2017","SEEDLING","21_3",-8,"-20 - 20"
"4376","2017","SEEDLING","7_6",8,"-20 - 20"
"4377","2017","SEEDLING","7_2",10,"-20 - 20"
"4378","2017","SEEDLING","1_3",-10,"-20 - 20"
"4379","2017","SEEDLING","5_5",8,"-20 - 20"
"4380","2017","SEEDLING","21_1",-9,"-20 - 20"
"4381","2017","SEEDLING","5_1",-1,"-20 - 20"
"4382","2017","SEEDLING","1_2",145,"< 120"
"4383","2017","SEEDLING","1_6",-10,"-20 - 20"
"4384","2017","SEEDLING","7_4",-6,"-20 - 20"
"4385","2017","SEEDLING","1_7",-6,"-20 - 20"
"4386","2017","SEEDLING","7_7",410,"< 120"
"4387","2017","SEEDLING","5_2",2,"-20 - 20"
"4388","2017","SEEDLING","1_4",-10,"-20 - 20"
"4389","2017","SEEDLING","7_3",7,"-20 - 20"
"4390","2017","SEEDLING","21_2",-10,"-20 - 20"
"4391","2017","SEEDLING","1_5",-9,"-20 - 20"
"4392","2017","SEEDLING","5_6",12,"-20 - 20"
"4393","2017","SEEDLING","7_1",3,"-20 - 20"
"4394","2017","SEEDLING","7_8",501,"< 120"
"4395","2017","SEEDLING","1_8",-11,"-20 - 20"
"4396","2017","SEEDLING","7_5",1,"-20 - 20"
"4397","2017","SEEDLING","5_4",-10,"-20 - 20"
"4398","2017","SEEDLING","1_9",-7,"-20 - 20"
"4399","2017","SEEDLING","5_3",-11,"-20 - 20"
"4400","2017","SEEDLING","1_1",142,"< 120"
"4401",NA,NA,"22_1",NA,NA
"4402",NA,NA,"22_2",NA,NA
"4403",NA,NA,"22_3",NA,NA
"4404",NA,NA,"22_4",NA,NA
"4405",NA,NA,"22_5",NA,NA
"4406",NA,NA,"15_1",NA,NA
"4407",NA,NA,"32_2",NA,NA
"4408",NA,NA,"40_3",NA,NA
"4409",NA,NA,"40_4",NA,NA
"4410",NA,NA,"40_5",NA,NA
"4411",NA,NA,"40_6",NA,NA
"4412",NA,NA,"40_7",NA,NA
"4413",NA,NA,"40_8",NA,NA
"4414",NA,NA,"40_9",NA,NA
"4415",NA,NA,"32_1",NA,NA
"4416",NA,NA,"32_3",NA,NA
