PRES,BU,PLOT,BP,SIZE,SIZE(noCM),STEMS,MONDATE,MONYEAR,LASTBURN,LASTBURNYEAR,GROUPS,STEMS(original)
ABRP,5,2,5_2,G (25.1 - 30),G,4,40813,2011,2010,2010,E-F-G (15.1 - 30),4
ABRP,5,2,5_2,H (30.1 - 35),H,1,40813,2011,2010,2010,H-I-J (30.1 - 40+),1
ABRP,5,2,5_2,I (35.1 - 40),I,0,40813,2011,2010,2010,H-I-J (30.1 - 40+),0
ABRP,5,2,5_2,J (> 40),J,0,40813,2011,2010,2010,H-I-J (30.1 - 40+),0
ABRP,5,3,5_3,B (2.6 - 5),B,8,40813,2011,2010,2010,B-C-D (2.6 - 15),8
ABRP,5,3,5_3,C (5.1 - 10),C,5,40813,2011,2010,2010,B-C-D (2.6 - 15),5
ABRP,5,3,5_3,D (10.1 - 15),D,0,40813,2011,2010,2010,B-C-D (2.6 - 15),0
ABRP,5,3,5_3,E (15.1 - 20),E,0,40813,2011,2010,2010,E-F-G (15.1 - 30),0
ABRP,5,3,5_3,F (20.1 - 25),F,1,40813,2011,2010,2010,E-F-G (15.1 - 30),1
ABRP,5,3,5_3,G (25.1 - 30),G,2,40813,2011,2010,2010,E-F-G (15.1 - 30),2
ABRP,5,3,5_3,H (30.1 - 35),H,0,40813,2011,2010,2010,H-I-J (30.1 - 40+),0
ABRP,5,3,5_3,I (35.1 - 40),I,2,40813,2011,2010,2010,H-I-J (30.1 - 40+),2
ABRP,5,3,5_3,J (> 40),J,0,40813,2011,2010,2010,H-I-J (30.1 - 40+),0
ABRP,5,4,5_4,B (2.6 - 5),B,57,40813,2011,2010,2010,B-C-D (2.6 - 15),57
ABRP,5,4,5_4,C (5.1 - 10),C,41,40813,2011,2010,2010,B-C-D (2.6 - 15),41
ABRP,5,4,5_4,D (10.1 - 15),D,1,40813,2011,2010,2010,B-C-D (2.6 - 15),1
ABRP,5,4,5_4,E (15.1 - 20),E,1,40813,2011,2010,2010,E-F-G (15.1 - 30),1
ABRP,5,4,5_4,F (20.1 - 25),F,0,40813,2011,2010,2010,E-F-G (15.1 - 30),0
ABRP,5,4,5_4,G (25.1 - 30),G,0,40813,2011,2010,2010,E-F-G (15.1 - 30),0
ABRP,5,4,5_4,H (30.1 - 35),H,0,40813,2011,2010,2010,H-I-J (30.1 - 40+),0
ABRP,5,4,5_4,I (35.1 - 40),I,0,40813,2011,2010,2010,H-I-J (30.1 - 40+),0
ABRP,5,4,5_4,J (> 40),J,1,40813,2011,2010,2010,H-I-J (30.1 - 40+),1
ABRP,5,5,5_5,B (2.6 - 5),B,109,40814,2011,2010,2010,B-C-D (2.6 - 15),109
ABRP,5,5,5_5,C (5.1 - 10),C,12,40814,2011,2010,2010,B-C-D (2.6 - 15),12
ABRP,5,5,5_5,D (10.1 - 15),D,3,40814,2011,2010,2010,B-C-D (2.6 - 15),3
ABRP,5,5,5_5,E (15.1 - 20),E,0,40814,2011,2010,2010,E-F-G (15.1 - 30),0
ABRP,5,5,5_5,F (20.1 - 25),F,0,40814,2011,2010,2010,E-F-G (15.1 - 30),0
ABRP,5,5,5_5,G (25.1 - 30),G,3,40814,2011,2010,2010,E-F-G (15.1 - 30),3
ABRP,5,5,5_5,H (30.1 - 35),H,1,40814,2011,2010,2010,H-I-J (30.1 - 40+),1
ABRP,5,5,5_5,I (35.1 - 40),I,0,40814,2011,2010,2010,H-I-J (30.1 - 40+),0
ABRP,5,5,5_5,J (> 40),J,1,40814,2011,2010,2010,H-I-J (30.1 - 40+),1
ABRP,5,6,5_6,B (2.6 - 5),B,35,40814,2011,2010,2010,B-C-D (2.6 - 15),35
ABRP,5,6,5_6,C (5.1 - 10),C,45,40814,2011,2010,2010,B-C-D (2.6 - 15),45
ABRP,5,6,5_6,D (10.1 - 15),D,2,40814,2011,2010,2010,B-C-D (2.6 - 15),2
ABRP,5,6,5_6,E (15.1 - 20),E,1,40814,2011,2010,2010,E-F-G (15.1 - 30),1
ABRP,5,6,5_6,F (20.1 - 25),F,1,40814,2011,2010,2010,E-F-G (15.1 - 30),1
ABRP,5,6,5_6,G (25.1 - 30),G,1,40814,2011,2010,2010,E-F-G (15.1 - 30),1
ABRP,5,6,5_6,H (30.1 - 35),H,1,40814,2011,2010,2010,H-I-J (30.1 - 40+),1
ABRP,5,6,5_6,I (35.1 - 40),I,0,40814,2011,2010,2010,H-I-J (30.1 - 40+),0
ABRP,5,6,5_6,J (> 40),J,0,40814,2011,2010,2010,H-I-J (30.1 - 40+),0
ABRP,5,1,5_1,B (2.6 - 5),B,43,42251,2015,2013,2013,B-C-D (2.6 - 15),43
ABRP,5,1,5_1,C (5.1 - 10),C,46,42251,2015,2014,2014,B-C-D (2.6 - 15),46
ABRP,5,1,5_1,D (10.1 - 15),D,13,42251,2015,2014,2014,B-C-D (2.6 - 15),13
ABRP,5,1,5_1,E (15.1 - 20),E,4,42251,2015,2014,2014,E-F-G (15.1 - 30),4
ABRP,5,1,5_1,F (20.1 - 25),F,2,42251,2015,2014,2014,E-F-G (15.1 - 30),2
ABRP,5,1,5_1,G (25.1 - 30),G,6,42251,2015,2014,2014,E-F-G (15.1 - 30),6
ABRP,5,1,5_1,H (30.1 - 35),H,3,42251,2015,2014,2014,H-I-J (30.1 - 40+),3
ABRP,5,1,5_1,I (35.1 - 40),I,0,42251,2015,2014,2014,H-I-J (30.1 - 40+),0
ABRP,5,1,5_1,J (> 40),J,1,42251,2015,2014,2014,H-I-J (30.1 - 40+),1
ABRP,5,2,5_2,B (2.6 - 5),B,31,42258,2015,2014,2014,B-C-D (2.6 - 15),31
ABRP,5,2,5_2,C (5.1 - 10),C,35,42258,2015,2014,2014,B-C-D (2.6 - 15),35
ABRP,5,2,5_2,D (10.1 - 15),D,2,42258,2015,2014,2014,B-C-D (2.6 - 15),2
ABRP,5,2,5_2,E (15.1 - 20),E,1,42258,2015,2014,2014,E-F-G (15.1 - 30),1
ABRP,5,2,5_2,F (20.1 - 25),F,1,42258,2015,2014,2014,E-F-G (15.1 - 30),1
ABRP,5,2,5_2,G (25.1 - 30),G,4,42258,2015,2014,2014,E-F-G (15.1 - 30),4
ABRP,5,2,5_2,H (30.1 - 35),H,1,42258,2015,2014,2014,H-I-J (30.1 - 40+),1
ABRP,5,2,5_2,I (35.1 - 40),I,0,42258,2015,2014,2014,H-I-J (30.1 - 40+),0
ABRP,5,2,5_2,J (> 40),J,0,42258,2015,2014,2014,H-I-J (30.1 - 40+),0
ABRP,5,3,5_3,B (2.6 - 5),B,9,42256,2015,2014,2014,B-C-D (2.6 - 15),9
ABRP,5,3,5_3,C (5.1 - 10),C,8,42256,2015,2014,2014,B-C-D (2.6 - 15),8
ABRP,5,3,5_3,D (10.1 - 15),D,1,42256,2015,2014,2014,B-C-D (2.6 - 15),1
ABRP,5,3,5_3,E (15.1 - 20),E,0,42256,2015,2014,2014,E-F-G (15.1 - 30),0
ABRP,5,3,5_3,F (20.1 - 25),F,1,42256,2015,2014,2014,E-F-G (15.1 - 30),1
ABRP,5,3,5_3,G (25.1 - 30),G,1,42256,2015,2014,2014,E-F-G (15.1 - 30),1
ABRP,5,3,5_3,H (30.1 - 35),H,1,42256,2015,2014,2014,H-I-J (30.1 - 40+),1
ABRP,5,3,5_3,I (35.1 - 40),I,2,42256,2015,2014,2014,H-I-J (30.1 - 40+),2
ABRP,5,3,5_3,J (> 40),J,0,42256,2015,2014,2014,H-I-J (30.1 - 40+),0
ABRP,5,4,5_4,B (2.6 - 5),B,24,42258,2015,2014,2014,B-C-D (2.6 - 15),24
ABRP,5,4,5_4,C (5.1 - 10),C,71,42258,2015,2014,2014,B-C-D (2.6 - 15),71
ABRP,5,4,5_4,D (10.1 - 15),D,6,42258,2015,2014,2014,B-C-D (2.6 - 15),6
ABRP,5,4,5_4,E (15.1 - 20),E,2,42258,2015,2014,2014,E-F-G (15.1 - 30),2
ABRP,5,4,5_4,F (20.1 - 25),F,0,42258,2015,2014,2014,E-F-G (15.1 - 30),0
ABRP,5,4,5_4,G (25.1 - 30),G,0,42258,2015,2014,2014,E-F-G (15.1 - 30),0
ABRP,5,4,5_4,H (30.1 - 35),H,0,42258,2015,2014,2014,H-I-J (30.1 - 40+),0
ABRP,5,4,5_4,I (35.1 - 40),I,0,42258,2015,2014,2014,H-I-J (30.1 - 40+),0
ABRP,5,4,5_4,J (> 40),J,1,42258,2015,2014,2014,H-I-J (30.1 - 40+),1
ABRP,5,5,5_5,B (2.6 - 5),B,86,42245,2015,2014,2014,B-C-D (2.6 - 15),86
ABRP,5,5,5_5,C (5.1 - 10),C,53,42245,2015,2014,2014,B-C-D (2.6 - 15),53
ABRP,5,5,5_5,D (10.1 - 15),D,2,42245,2015,2014,2014,B-C-D (2.6 - 15),2
ABRP,5,5,5_5,E (15.1 - 20),E,1,42245,2015,2014,2014,E-F-G (15.1 - 30),1
ABRP,5,5,5_5,F (20.1 - 25),F,0,42245,2015,2014,2014,E-F-G (15.1 - 30),0
ABRP,5,5,5_5,G (25.1 - 30),G,2,42245,2015,2014,2014,E-F-G (15.1 - 30),2
ABRP,5,5,5_5,H (30.1 - 35),H,2,42245,2015,2014,2014,H-I-J (30.1 - 40+),2
ABRP,5,5,5_5,I (35.1 - 40),I,0,42245,2015,2014,2014,H-I-J (30.1 - 40+),0
ABRP,5,5,5_5,J (> 40),J,1,42245,2015,2014,2014,H-I-J (30.1 - 40+),1
ABRP,5,6,5_6,B (2.6 - 5),B,33,42247,2015,2014,2014,B-C-D (2.6 - 15),33
ABRP,5,6,5_6,C (5.1 - 10),C,46,42247,2015,2014,2014,B-C-D (2.6 - 15),46
ABRP,5,6,5_6,D (10.1 - 15),D,11,42247,2015,2014,2014,B-C-D (2.6 - 15),11
ABRP,5,6,5_6,E (15.1 - 20),E,2,42247,2015,2014,2014,E-F-G (15.1 - 30),2
ABRP,5,6,5_6,F (20.1 - 25),F,0,42247,2015,2014,2014,E-F-G (15.1 - 30),0
ABRP,5,6,5_6,G (25.1 - 30),G,2,42247,2015,2014,2014,E-F-G (15.1 - 30),2
ABRP,5,6,5_6,H (30.1 - 35),H,1,42247,2015,2014,2014,H-I-J (30.1 - 40+),1
ABRP,5,6,5_6,I (35.1 - 40),I,0,42247,2015,2014,2014,H-I-J (30.1 - 40+),0
ABRP,5,6,5_6,J (> 40),J,0,42247,2015,2014,2014,H-I-J (30.1 - 40+),0
ABRP,5,1,5_1,B (2.6 - 5),B,46,42971,2017,2016,2016,B-C-D (2.6 - 15),46
ABRP,5,1,5_1,C (5.1 - 10),C,49,42971,2017,2016,2016,B-C-D (2.6 - 15),49
ABRP,5,1,5_1,D (10.1 - 15),D,15,42971,2017,2016,2016,B-C-D (2.6 - 15),15
ABRP,5,1,5_1,E (15.1 - 20),E,4,42971,2017,2016,2016,E-F-G (15.1 - 30),4
ABRP,5,1,5_1,F (20.1 - 25),F,2,42971,2017,2016,2016,E-F-G (15.1 - 30),2
ABRP,5,1,5_1,G (25.1 - 30),G,5,42971,2017,2016,2016,E-F-G (15.1 - 30),5
ABRP,5,1,5_1,H (30.1 - 35),H,3,42971,2017,2016,2016,H-I-J (30.1 - 40+),3
ABRP,5,1,5_1,I (35.1 - 40),I,0,42971,2017,2016,2016,H-I-J (30.1 - 40+),0
ABRP,5,1,5_1,J (> 40),J,1,42971,2017,2016,2016,H-I-J (30.1 - 40+),1
ABRP,5,2,5_2,B (2.6 - 5),B,40,42972,2017,2016,2016,B-C-D (2.6 - 15),40
ABRP,5,2,5_2,C (5.1 - 10),C,37,42972,2017,2016,2016,B-C-D (2.6 - 15),37
ABRP,5,2,5_2,D (10.1 - 15),D,4,42972,2017,2016,2016,B-C-D (2.6 - 15),4
ABRP,5,2,5_2,E (15.1 - 20),E,1,42972,2017,2016,2016,E-F-G (15.1 - 30),1
ABRP,5,2,5_2,F (20.1 - 25),F,1,42972,2017,2016,2016,E-F-G (15.1 - 30),1
ABRP,5,2,5_2,G (25.1 - 30),G,3,42972,2017,2016,2016,E-F-G (15.1 - 30),3
ABRP,5,2,5_2,H (30.1 - 35),H,2,42972,2017,2016,2016,H-I-J (30.1 - 40+),2
ABRP,5,2,5_2,I (35.1 - 40),I,0,42972,2017,2016,2016,H-I-J (30.1 - 40+),0
ABRP,5,2,5_2,J (> 40),J,0,42972,2017,2016,2016,H-I-J (30.1 - 40+),0
ABRP,5,3,5_3,B (2.6 - 5),B,5,42976,2017,2016,2016,B-C-D (2.6 - 15),5
ABRP,5,3,5_3,C (5.1 - 10),C,9,42976,2017,2016,2016,B-C-D (2.6 - 15),9
ABRP,5,3,5_3,D (10.1 - 15),D,3,42976,2017,2016,2016,B-C-D (2.6 - 15),3
ABRP,5,3,5_3,E (15.1 - 20),E,0,42976,2017,2016,2016,E-F-G (15.1 - 30),0
ABRP,5,3,5_3,F (20.1 - 25),F,1,42976,2017,2016,2016,E-F-G (15.1 - 30),1
ABRP,5,3,5_3,G (25.1 - 30),G,1,42976,2017,2016,2016,E-F-G (15.1 - 30),1
ABRP,5,3,5_3,H (30.1 - 35),H,1,42976,2017,2016,2016,H-I-J (30.1 - 40+),1
ABRP,5,3,5_3,I (35.1 - 40),I,2,42976,2017,2016,2016,H-I-J (30.1 - 40+),2
ABRP,5,3,5_3,J (> 40),J,0,42976,2017,2016,2016,H-I-J (30.1 - 40+),0
ABRP,5,4,5_4,B (2.6 - 5),B,9,42977,2017,2016,2016,B-C-D (2.6 - 15),9
ABRP,5,4,5_4,C (5.1 - 10),C,68,42977,2017,2016,2016,B-C-D (2.6 - 15),68
ABRP,5,4,5_4,D (10.1 - 15),D,13,42977,2017,2016,2016,B-C-D (2.6 - 15),13
ABRP,5,4,5_4,E (15.1 - 20),E,0,42977,2017,2016,2016,E-F-G (15.1 - 30),0
ABRP,5,4,5_4,F (20.1 - 25),F,1,42977,2017,2016,2016,E-F-G (15.1 - 30),1
ABRP,5,4,5_4,G (25.1 - 30),G,0,42977,2017,2016,2016,E-F-G (15.1 - 30),0
ABRP,5,4,5_4,H (30.1 - 35),H,0,42977,2017,2016,2016,H-I-J (30.1 - 40+),0
ABRP,5,4,5_4,I (35.1 - 40),I,0,42977,2017,2016,2016,H-I-J (30.1 - 40+),0
ABRP,5,4,5_4,J (> 40),J,1,42977,2017,2016,2016,H-I-J (30.1 - 40+),1
ABRP,5,5,5_5,B (2.6 - 5),B,89,42970,2017,2016,2016,B-C-D (2.6 - 15),89
ABRP,5,5,5_5,C (5.1 - 10),C,57,42970,2017,2016,2016,B-C-D (2.6 - 15),57
ABRP,5,5,5_5,D (10.1 - 15),D,2,42970,2017,2016,2016,B-C-D (2.6 - 15),2
ABRP,5,5,5_5,E (15.1 - 20),E,2,42970,2017,2016,2016,E-F-G (15.1 - 30),2
ABRP,5,5,5_5,F (20.1 - 25),F,0,42970,2017,2016,2016,E-F-G (15.1 - 30),0
ABRP,5,5,5_5,G (25.1 - 30),G,3,42970,2017,2016,2016,E-F-G (15.1 - 30),3
ABRP,5,5,5_5,H (30.1 - 35),H,2,42970,2017,2016,2016,H-I-J (30.1 - 40+),2
ABRP,5,5,5_5,I (35.1 - 40),I,0,42970,2017,2016,2016,H-I-J (30.1 - 40+),0
ABRP,5,5,5_5,J (> 40),J,1,42970,2017,2016,2016,H-I-J (30.1 - 40+),1
ABRP,5,6,5_6,B (2.6 - 5),B,40,42971,2017,2016,2016,B-C-D (2.6 - 15),40
ABRP,5,6,5_6,C (5.1 - 10),C,50,42971,2017,2016,2016,B-C-D (2.6 - 15),50
ABRP,5,6,5_6,D (10.1 - 15),D,13,42971,2017,2016,2016,B-C-D (2.6 - 15),13
ABRP,5,6,5_6,E (15.1 - 20),E,1,42971,2017,2016,2016,E-F-G (15.1 - 30),1
ABRP,5,6,5_6,F (20.1 - 25),F,0,42971,2017,2016,2016,E-F-G (15.1 - 30),0
ABRP,5,6,5_6,G (25.1 - 30),G,2,42971,2017,2016,2016,E-F-G (15.1 - 30),2
ABRP,5,6,5_6,H (30.1 - 35),H,1,42971,2017,2016,2016,H-I-J (30.1 - 40+),1
ABRP,5,6,5_6,I (35.1 - 40),I,0,42971,2017,2016,2016,H-I-J (30.1 - 40+),0
ABRP,5,6,5_6,J (> 40),J,0,42971,2017,2016,2016,H-I-J (30.1 - 40+),0
ABRP,5,1,5_1,B (2.6 - 5),B,38,43655,2019,2018,2018,B-C-D (2.6 - 15),38
ABRP,5,1,5_1,C (5.1 - 10),C,53,43655,2019,2018,2018,B-C-D (2.6 - 15),53
ABRP,5,1,5_1,D (10.1 - 15),D,14,43655,2019,2018,2018,B-C-D (2.6 - 15),14
ABRP,5,1,5_1,E (15.1 - 20),E,9,43655,2019,2018,2018,E-F-G (15.1 - 30),9
ABRP,5,1,5_1,F (20.1 - 25),F,2,43655,2019,2018,2018,E-F-G (15.1 - 30),2
ABRP,5,1,5_1,G (25.1 - 30),G,5,43655,2019,2018,2018,E-F-G (15.1 - 30),5
ABRP,5,1,5_1,H (30.1 - 35),H,3,43655,2019,2018,2018,H-I-J (30.1 - 40+),3
ABRP,5,1,5_1,I (35.1 - 40),I,0,43655,2019,2018,2018,H-I-J (30.1 - 40+),0
ABRP,5,1,5_1,J (> 40),J,1,43655,2019,2018,2018,H-I-J (30.1 - 40+),1
ABRP,5,2,5_2,B (2.6 - 5),B,35,43655,2019,2018,2018,B-C-D (2.6 - 15),35
ABRP,5,2,5_2,C (5.1 - 10),C,39,43655,2019,2018,2018,B-C-D (2.6 - 15),39
ABRP,5,2,5_2,D (10.1 - 15),D,7,43655,2019,2018,2018,B-C-D (2.6 - 15),7
ABRP,5,2,5_2,E (15.1 - 20),E,1,43655,2019,2018,2018,E-F-G (15.1 - 30),1
ABRP,5,2,5_2,F (20.1 - 25),F,1,43655,2019,2018,2018,E-F-G (15.1 - 30),1
ABRP,5,2,5_2,G (25.1 - 30),G,1,43655,2019,2018,2018,E-F-G (15.1 - 30),1
ABRP,5,2,5_2,H (30.1 - 35),H,2,43655,2019,2018,2018,H-I-J (30.1 - 40+),2
ABRP,5,2,5_2,I (35.1 - 40),I,1,43655,2019,2018,2018,H-I-J (30.1 - 40+),1
ABRP,5,2,5_2,J (> 40),J,0,43655,2019,2018,2018,H-I-J (30.1 - 40+),0
ABRP,5,3,5_3,B (2.6 - 5),B,2,43656,2019,2018,2018,B-C-D (2.6 - 15),2
ABRP,5,3,5_3,C (5.1 - 10),C,10,43656,2019,2018,2018,B-C-D (2.6 - 15),10
ABRP,5,3,5_3,D (10.1 - 15),D,4,43656,2019,2018,2018,B-C-D (2.6 - 15),4
ABRP,5,3,5_3,E (15.1 - 20),E,1,43656,2019,2018,2018,E-F-G (15.1 - 30),1
ABRP,5,3,5_3,F (20.1 - 25),F,0,43656,2019,2018,2018,E-F-G (15.1 - 30),0
ABRP,5,3,5_3,G (25.1 - 30),G,1,43656,2019,2018,2018,E-F-G (15.1 - 30),1
ABRP,5,3,5_3,H (30.1 - 35),H,1,43656,2019,2018,2018,H-I-J (30.1 - 40+),1
ABRP,5,3,5_3,I (35.1 - 40),I,1,43656,2019,2018,2018,H-I-J (30.1 - 40+),1
ABRP,5,3,5_3,J (> 40),J,0,43656,2019,2018,2018,H-I-J (30.1 - 40+),0
ABRP,5,4,5_4,B (2.6 - 5),B,11,43656,2019,2018,2018,B-C-D (2.6 - 15),11
ABRP,5,4,5_4,C (5.1 - 10),C,61,43656,2019,2018,2018,B-C-D (2.6 - 15),61
ABRP,5,4,5_4,D (10.1 - 15),D,22,43656,2019,2018,2018,B-C-D (2.6 - 15),22
ABRP,5,4,5_4,E (15.1 - 20),E,2,43656,2019,2018,2018,E-F-G (15.1 - 30),2
ABRP,5,4,5_4,F (20.1 - 25),F,1,43656,2019,2018,2018,E-F-G (15.1 - 30),1
ABRP,5,4,5_4,G (25.1 - 30),G,0,43656,2019,2018,2018,E-F-G (15.1 - 30),0
ABRP,5,4,5_4,H (30.1 - 35),H,0,43656,2019,2018,2018,H-I-J (30.1 - 40+),0
ABRP,5,4,5_4,I (35.1 - 40),I,0,43656,2019,2018,2018,H-I-J (30.1 - 40+),0
ABRP,5,4,5_4,J (> 40),J,0,43656,2019,2018,2018,H-I-J (30.1 - 40+),0
ABRP,5,5,5_5,B (2.6 - 5),B,60,43657,2019,2018,2018,B-C-D (2.6 - 15),60
ABRP,5,5,5_5,C (5.1 - 10),C,75,43657,2019,2018,2018,B-C-D (2.6 - 15),75
ABRP,5,5,5_5,D (10.1 - 15),D,3,43657,2019,2018,2018,B-C-D (2.6 - 15),3
ABRP,5,5,5_5,E (15.1 - 20),E,2,43657,2019,2018,2018,E-F-G (15.1 - 30),2
ABRP,5,5,5_5,F (20.1 - 25),F,0,43657,2019,2018,2018,E-F-G (15.1 - 30),0
ABRP,5,5,5_5,G (25.1 - 30),G,2,43657,2019,2018,2018,E-F-G (15.1 - 30),2
ABRP,5,5,5_5,H (30.1 - 35),H,2,43657,2019,2018,2018,H-I-J (30.1 - 40+),2
ABRP,5,5,5_5,I (35.1 - 40),I,0,43657,2019,2018,2018,H-I-J (30.1 - 40+),0
ABRP,5,5,5_5,J (> 40),J,1,43657,2019,2018,2018,H-I-J (30.1 - 40+),1
ABRP,5,6,5_6,B (2.6 - 5),B,33,43657,2019,2018,2018,B-C-D (2.6 - 15),33
ABRP,5,6,5_6,C (5.1 - 10),C,48,43657,2019,2018,2018,B-C-D (2.6 - 15),48
ABRP,5,6,5_6,D (10.1 - 15),D,16,43657,2019,2018,2018,B-C-D (2.6 - 15),16
ABRP,5,6,5_6,E (15.1 - 20),E,2,43657,2019,2018,2018,E-F-G (15.1 - 30),2
ABRP,5,6,5_6,F (20.1 - 25),F,0,43657,2019,2018,2018,E-F-G (15.1 - 30),0
ABRP,5,6,5_6,G (25.1 - 30),G,1,43657,2019,2018,2018,E-F-G (15.1 - 30),1
ABRP,5,6,5_6,H (30.1 - 35),H,1,43657,2019,2018,2018,H-I-J (30.1 - 40+),1
ABRP,5,6,5_6,I (35.1 - 40),I,0,43657,2019,2018,2018,H-I-J (30.1 - 40+),0
ABRP,5,6,5_6,J (> 40),J,0,43657,2019,2018,2018,H-I-J (30.1 - 40+),0
ABRP,7,1,7_1,B (2.6 - 5),B,10,35277,1996,34454,1994,B-C-D (2.6 - 15),10
ABRP,7,1,7_1,C (5.1 - 10),C,2,35277,1996,34454,1994,B-C-D (2.6 - 15),2
ABRP,7,1,7_1,D (10.1 - 15),D,0,35277,1996,34454,1994,B-C-D (2.6 - 15),0
ABRP,7,1,7_1,E (15.1 - 20),E,0,35277,1996,34454,1994,E-F-G (15.1 - 30),0
ABRP,7,1,7_1,F (20.1 - 25),F,0,35277,1996,34454,1994,E-F-G (15.1 - 30),0
ABRP,7,1,7_1,G (25.1 - 30),G,0,35277,1996,34454,1994,E-F-G (15.1 - 30),0
ABRP,7,1,7_1,H (30.1 - 35),H,0,35277,1996,34454,1994,H-I-J (30.1 - 40+),0
ABRP,7,1,7_1,I (35.1 - 40),I,0,35277,1996,34454,1994,H-I-J (30.1 - 40+),0
ABRP,7,1,7_1,J (> 40),J,0,35277,1996,34454,1994,H-I-J (30.1 - 40+),0
ABRP,7,2,7_2,B (2.6 - 5),B,5,35278,1996,34454,1994,B-C-D (2.6 - 15),5
ABRP,7,2,7_2,C (5.1 - 10),C,7,35278,1996,34454,1994,B-C-D (2.6 - 15),7
ABRP,7,2,7_2,D (10.1 - 15),D,0,35278,1996,34454,1994,B-C-D (2.6 - 15),0
ABRP,7,2,7_2,E (15.1 - 20),E,0,35278,1996,34454,1994,E-F-G (15.1 - 30),0
ABRP,7,2,7_2,F (20.1 - 25),F,0,35278,1996,34454,1994,E-F-G (15.1 - 30),0
ABRP,7,2,7_2,G (25.1 - 30),G,0,35278,1996,34454,1994,E-F-G (15.1 - 30),0
ABRP,7,2,7_2,H (30.1 - 35),H,0,35278,1996,34454,1994,H-I-J (30.1 - 40+),0
ABRP,7,2,7_2,I (35.1 - 40),I,0,35278,1996,34454,1994,H-I-J (30.1 - 40+),0
ABRP,7,2,7_2,J (> 40),J,0,35278,1996,34454,1994,H-I-J (30.1 - 40+),0
ABRP,7,3,7_3,B (2.6 - 5),B,25,35279,1996,34454,1994,B-C-D (2.6 - 15),25
ABRP,7,3,7_3,C (5.1 - 10),C,12,35279,1996,34454,1994,B-C-D (2.6 - 15),12
ABRP,7,3,7_3,D (10.1 - 15),D,2,35279,1996,34454,1994,B-C-D (2.6 - 15),2
ABRP,7,3,7_3,E (15.1 - 20),E,0,35279,1996,34454,1994,E-F-G (15.1 - 30),0
ABRP,7,3,7_3,F (20.1 - 25),F,0,35279,1996,34454,1994,E-F-G (15.1 - 30),0
ABRP,7,3,7_3,G (25.1 - 30),G,0,35279,1996,34454,1994,E-F-G (15.1 - 30),0
ABRP,7,3,7_3,H (30.1 - 35),H,0,35279,1996,34454,1994,H-I-J (30.1 - 40+),0
ABRP,7,3,7_3,I (35.1 - 40),I,0,35279,1996,34454,1994,H-I-J (30.1 - 40+),0
ABRP,7,3,7_3,J (> 40),J,0,35279,1996,34454,1994,H-I-J (30.1 - 40+),0
ABRP,7,4,7_4,B (2.6 - 5),B,3,35282,1996,34454,1994,B-C-D (2.6 - 15),3
ABRP,7,4,7_4,C (5.1 - 10),C,5,35282,1996,34454,1994,B-C-D (2.6 - 15),5
ABRP,7,4,7_4,D (10.1 - 15),D,0,35282,1996,34454,1994,B-C-D (2.6 - 15),0
ABRP,7,4,7_4,E (15.1 - 20),E,0,35282,1996,34454,1994,E-F-G (15.1 - 30),0
ABRP,7,4,7_4,F (20.1 - 25),F,0,35282,1996,34454,1994,E-F-G (15.1 - 30),0
ABRP,7,4,7_4,G (25.1 - 30),G,0,35282,1996,34454,1994,E-F-G (15.1 - 30),0
ABRP,7,4,7_4,H (30.1 - 35),H,0,35282,1996,34454,1994,H-I-J (30.1 - 40+),0
ABRP,7,4,7_4,I (35.1 - 40),I,0,35282,1996,34454,1994,H-I-J (30.1 - 40+),0
ABRP,7,4,7_4,J (> 40),J,0,35282,1996,34454,1994,H-I-J (30.1 - 40+),0
ABRP,7,5,7_5,B (2.6 - 5),B,16,35299,1996,34454,1994,B-C-D (2.6 - 15),16
ABRP,7,5,7_5,C (5.1 - 10),C,21,35299,1996,34454,1994,B-C-D (2.6 - 15),21
ABRP,7,5,7_5,D (10.1 - 15),D,2,35299,1996,34454,1994,B-C-D (2.6 - 15),2
ABRP,7,5,7_5,E (15.1 - 20),E,0,35299,1996,34454,1994,E-F-G (15.1 - 30),0
ABRP,7,5,7_5,F (20.1 - 25),F,0,35299,1996,34454,1994,E-F-G (15.1 - 30),0
ABRP,7,5,7_5,G (25.1 - 30),G,0,35299,1996,34454,1994,E-F-G (15.1 - 30),0
ABRP,7,5,7_5,H (30.1 - 35),H,0,35299,1996,34454,1994,H-I-J (30.1 - 40+),0
ABRP,7,5,7_5,I (35.1 - 40),I,0,35299,1996,34454,1994,H-I-J (30.1 - 40+),0
ABRP,7,5,7_5,J (> 40),J,0,35299,1996,34454,1994,H-I-J (30.1 - 40+),0
ABRP,7,6,7_6,B (2.6 - 5),B,14,35282,1996,34454,1994,B-C-D (2.6 - 15),14
ABRP,7,6,7_6,C (5.1 - 10),C,2,35282,1996,34454,1994,B-C-D (2.6 - 15),2
ABRP,7,6,7_6,D (10.1 - 15),D,7,35282,1996,34454,1994,B-C-D (2.6 - 15),7
ABRP,7,6,7_6,E (15.1 - 20),E,0,35282,1996,34454,1994,E-F-G (15.1 - 30),0
ABRP,7,6,7_6,F (20.1 - 25),F,0,35282,1996,34454,1994,E-F-G (15.1 - 30),0
ABRP,7,6,7_6,G (25.1 - 30),G,0,35282,1996,34454,1994,E-F-G (15.1 - 30),0
