PRES,BU,PLOT,BP,SIZE,SIZE(noCM),STEMS,MONDATE,MONYEAR,LASTBURN,LASTBURNYEAR,GROUPS,STEMS(original)
ABRP,21,1,21_1,A (0 - 2.5),A,0,37105,2001,36655,2000,PBH (0 - 2.5),0
ABRP,21,2,21_2,A (0 - 2.5),A,1,37106,2001,36655,2000,PBH (0 - 2.5),1
ABRP,21,3,21_3,A (0 - 2.5),A,1,37106,2001,36655,2000,PBH (0 - 2.5),1
ABRP,21,1,21_1,A (0 - 2.5),A,0,37853,2003,37399,2002,PBH (0 - 2.5),0
ABRP,21,2,21_2,A (0 - 2.5),A,0,37853,2003,37399,2002,PBH (0 - 2.5),0
ABRP,21,3,21_3,A (0 - 2.5),A,0,37869,2003,37399,2002,PBH (0 - 2.5),0
ABRP,21,1,21_1,A (0 - 2.5),A,0,38589,2005,38091,2004,PBH (0 - 2.5),0
ABRP,21,2,21_2,A (0 - 2.5),A,0,38589,2005,38091,2004,PBH (0 - 2.5),0
ABRP,21,3,21_3,A (0 - 2.5),A,0,38587,2005,38091,2004,PBH (0 - 2.5),0
ABRP,21,1,21_1,A (0 - 2.5),A,0,39357,2007,2006,2006,PBH (0 - 2.5),0
ABRP,21,2,21_2,A (0 - 2.5),A,0,39357,2007,2006,2006,PBH (0 - 2.5),0
ABRP,21,3,21_3,A (0 - 2.5),A,0,39358,2007,2006,2006,PBH (0 - 2.5),0
ABRP,21,1,21_1,A (0 - 2.5),A,0,40014,2009,39619,2008,PBH (0 - 2.5),0
ABRP,21,2,21_2,A (0 - 2.5),A,1,40014,2009,39619,2008,PBH (0 - 2.5),1
ABRP,21,3,21_3,A (0 - 2.5),A,0,40014,2009,39619,2008,PBH (0 - 2.5),0
ABRP,21,1,21_1,A (0 - 2.5),A,0,40815,2011,2010,2010,PBH (0 - 2.5),0
ABRP,21,2,21_2,A (0 - 2.5),A,0,40815,2011,2010,2010,PBH (0 - 2.5),0
ABRP,21,3,21_3,A (0 - 2.5),A,1,40815,2011,2010,2010,PBH (0 - 2.5),1
ABRP,21,1,21_1,A (0 - 2.5),A,0,43004,2017,2016,2016,PBH (0 - 2.5),0
