PRES,BU,PLOT,BP,SIZE,STEMS,MONDATE,MONYEAR,LASTBURN,LASTBURNYEAR,SIZE_MONYEAR
ABRP,5,6,5_6,A,1,7/23/2009,2009,7/22/2008,2008,2009_A
ABRP,5,6,5_6,B,21,7/23/2009,2009,7/22/2008,2008,2009_B
ABRP,5,6,5_6,C,49,7/23/2009,2009,7/22/2008,2008,2009_C
ABRP,5,6,5_6,D,0,7/23/2009,2009,7/22/2008,2008,2009_D
ABRP,5,6,5_6,E,1,7/23/2009,2009,7/22/2008,2008,2009_E
ABRP,5,6,5_6,F,0,7/23/2009,2009,7/22/2008,2008,2009_F
ABRP,5,6,5_6,G,2,7/23/2009,2009,7/22/2008,2008,2009_G
ABRP,5,6,5_6,H,1,7/23/2009,2009,7/22/2008,2008,2009_H
ABRP,5,6,5_6,I,0,7/23/2009,2009,7/22/2008,2008,2009_I
ABRP,5,6,5_6,J,0,7/23/2009,2009,7/22/2008,2008,2009_J
ABRP,5,1,5_1,SEEDLING,3,9/26/2011,2011,2010,2010,2011_SEEDLING
ABRP,5,1,5_1,A,5,9/26/2011,2011,2010,2010,2011_A
ABRP,5,1,5_1,B,54,9/26/2011,2011,2010,2010,2011_B
ABRP,5,1,5_1,C,34,9/26/2011,2011,2010,2010,2011_C
ABRP,5,1,5_1,D,11,9/26/2011,2011,2010,2010,2011_D
ABRP,5,1,5_1,E,4,9/26/2011,2011,2010,2010,2011_E
ABRP,5,1,5_1,F,0,9/26/2011,2011,2010,2010,2011_F
ABRP,5,1,5_1,G,6,9/26/2011,2011,2010,2010,2011_G
ABRP,5,1,5_1,H,2,9/26/2011,2011,2010,2010,2011_H
ABRP,5,1,5_1,I,0,9/26/2011,2011,2010,2010,2011_I
ABRP,5,1,5_1,J,1,9/26/2011,2011,2010,2010,2011_J
ABRP,5,2,5_2,SEEDLING,3,9/27/2011,2011,2010,2010,2011_SEEDLING
ABRP,5,2,5_2,A,0,9/27/2011,2011,2010,2010,2011_A
ABRP,5,2,5_2,B,32,9/27/2011,2011,2010,2010,2011_B
ABRP,5,2,5_2,C,21,9/27/2011,2011,2010,2010,2011_C
ABRP,5,2,5_2,D,0,9/27/2011,2011,2010,2010,2011_D
ABRP,5,2,5_2,E,1,9/27/2011,2011,2010,2010,2011_E
ABRP,5,2,5_2,F,1,9/27/2011,2011,2010,2010,2011_F
ABRP,5,2,5_2,G,4,9/27/2011,2011,2010,2010,2011_G
ABRP,5,2,5_2,H,1,9/27/2011,2011,2010,2010,2011_H
ABRP,5,2,5_2,I,0,9/27/2011,2011,2010,2010,2011_I
ABRP,5,2,5_2,J,0,9/27/2011,2011,2010,2010,2011_J
ABRP,5,3,5_3,SEEDLING,1,9/27/2011,2011,2010,2010,2011_SEEDLING
ABRP,5,3,5_3,A,0,9/27/2011,2011,2010,2010,2011_A
ABRP,5,3,5_3,B,8,9/27/2011,2011,2010,2010,2011_B
ABRP,5,3,5_3,C,5,9/27/2011,2011,2010,2010,2011_C
ABRP,5,3,5_3,D,0,9/27/2011,2011,2010,2010,2011_D
ABRP,5,3,5_3,E,0,9/27/2011,2011,2010,2010,2011_E
ABRP,5,3,5_3,F,1,9/27/2011,2011,2010,2010,2011_F
ABRP,5,3,5_3,G,2,9/27/2011,2011,2010,2010,2011_G
ABRP,5,3,5_3,H,0,9/27/2011,2011,2010,2010,2011_H
ABRP,5,3,5_3,I,2,9/27/2011,2011,2010,2010,2011_I
ABRP,5,3,5_3,J,0,9/27/2011,2011,2010,2010,2011_J
ABRP,5,4,5_4,SEEDLING,2,9/27/2011,2011,2010,2010,2011_SEEDLING
ABRP,5,4,5_4,A,0,9/27/2011,2011,2010,2010,2011_A
ABRP,5,4,5_4,B,57,9/27/2011,2011,2010,2010,2011_B
ABRP,5,4,5_4,C,41,9/27/2011,2011,2010,2010,2011_C
ABRP,5,4,5_4,D,1,9/27/2011,2011,2010,2010,2011_D
ABRP,5,4,5_4,E,1,9/27/2011,2011,2010,2010,2011_E
ABRP,5,4,5_4,F,0,9/27/2011,2011,2010,2010,2011_F
ABRP,5,4,5_4,G,0,9/27/2011,2011,2010,2010,2011_G
ABRP,5,4,5_4,H,0,9/27/2011,2011,2010,2010,2011_H
ABRP,5,4,5_4,I,0,9/27/2011,2011,2010,2010,2011_I
ABRP,5,4,5_4,J,1,9/27/2011,2011,2010,2010,2011_J
ABRP,5,5,5_5,SEEDLING,3,9/28/2011,2011,2010,2010,2011_SEEDLING
ABRP,5,5,5_5,A,0,9/28/2011,2011,2010,2010,2011_A
ABRP,5,5,5_5,B,109,9/28/2011,2011,2010,2010,2011_B
ABRP,5,5,5_5,C,12,9/28/2011,2011,2010,2010,2011_C
ABRP,5,5,5_5,D,3,9/28/2011,2011,2010,2010,2011_D
ABRP,5,5,5_5,E,0,9/28/2011,2011,2010,2010,2011_E
ABRP,5,5,5_5,F,0,9/28/2011,2011,2010,2010,2011_F
ABRP,5,5,5_5,G,3,9/28/2011,2011,2010,2010,2011_G
ABRP,5,5,5_5,H,1,9/28/2011,2011,2010,2010,2011_H
ABRP,5,5,5_5,I,0,9/28/2011,2011,2010,2010,2011_I
ABRP,5,5,5_5,J,1,9/28/2011,2011,2010,2010,2011_J
ABRP,5,6,5_6,SEEDLING,3,9/28/2011,2011,2010,2010,2011_SEEDLING
ABRP,5,6,5_6,A,3,9/28/2011,2011,2010,2010,2011_A
ABRP,5,6,5_6,B,35,9/28/2011,2011,2010,2010,2011_B
ABRP,5,6,5_6,C,45,9/28/2011,2011,2010,2010,2011_C
ABRP,5,6,5_6,D,2,9/28/2011,2011,2010,2010,2011_D
ABRP,5,6,5_6,E,1,9/28/2011,2011,2010,2010,2011_E
ABRP,5,6,5_6,F,1,9/28/2011,2011,2010,2010,2011_F
ABRP,5,6,5_6,G,1,9/28/2011,2011,2010,2010,2011_G
ABRP,5,6,5_6,H,1,9/28/2011,2011,2010,2010,2011_H
ABRP,5,6,5_6,I,0,9/28/2011,2011,2010,2010,2011_I
ABRP,5,6,5_6,J,0,9/28/2011,2011,2010,2010,2011_J
ABRP,5,1,5_1,SEEDLING,16,9/4/2015,2015,2013,2013,2015_SEEDLING
ABRP,5,1,5_1,A,0,9/4/2015,2015,2013,2013,2015_A
ABRP,5,1,5_1,B,43,9/4/2015,2015,2013,2013,2015_B
ABRP,5,1,5_1,C,46,9/4/2015,2015,2014,2014,2015_C
ABRP,5,1,5_1,D,13,9/4/2015,2015,2014,2014,2015_D
ABRP,5,1,5_1,E,4,9/4/2015,2015,2014,2014,2015_E
ABRP,5,1,5_1,F,2,9/4/2015,2015,2014,2014,2015_F
ABRP,5,1,5_1,G,6,9/4/2015,2015,2014,2014,2015_G
ABRP,5,1,5_1,H,3,9/4/2015,2015,2014,2014,2015_H
ABRP,5,1,5_1,I,0,9/4/2015,2015,2014,2014,2015_I
ABRP,5,1,5_1,J,1,9/4/2015,2015,2014,2014,2015_J
ABRP,5,2,5_2,SEEDLING,16,9/11/2015,2015,2014,2014,2015_SEEDLING
ABRP,5,2,5_2,A,0,9/11/2015,2015,2014,2014,2015_A
ABRP,5,2,5_2,B,31,9/11/2015,2015,2014,2014,2015_B
ABRP,5,2,5_2,C,35,9/11/2015,2015,2014,2014,2015_C
ABRP,5,2,5_2,D,2,9/11/2015,2015,2014,2014,2015_D
ABRP,5,2,5_2,E,1,9/11/2015,2015,2014,2014,2015_E
ABRP,5,2,5_2,F,1,9/11/2015,2015,2014,2014,2015_F
ABRP,5,2,5_2,G,4,9/11/2015,2015,2014,2014,2015_G
ABRP,5,2,5_2,H,1,9/11/2015,2015,2014,2014,2015_H
ABRP,5,2,5_2,I,0,9/11/2015,2015,2014,2014,2015_I
ABRP,5,2,5_2,J,0,9/11/2015,2015,2014,2014,2015_J
ABRP,5,3,5_3,SEEDLING,2,9/9/2015,2015,2014,2014,2015_SEEDLING
ABRP,5,3,5_3,A,0,9/9/2015,2015,2014,2014,2015_A
ABRP,5,3,5_3,B,9,9/9/2015,2015,2014,2014,2015_B
ABRP,5,3,5_3,C,8,9/9/2015,2015,2014,2014,2015_C
ABRP,5,3,5_3,D,1,9/9/2015,2015,2014,2014,2015_D
ABRP,5,3,5_3,E,0,9/9/2015,2015,2014,2014,2015_E
ABRP,5,3,5_3,F,1,9/9/2015,2015,2014,2014,2015_F
ABRP,5,3,5_3,G,1,9/9/2015,2015,2014,2014,2015_G
ABRP,5,3,5_3,H,1,9/9/2015,2015,2014,2014,2015_H
ABRP,5,3,5_3,I,2,9/9/2015,2015,2014,2014,2015_I
ABRP,5,3,5_3,J,0,9/9/2015,2015,2014,2014,2015_J
ABRP,5,4,5_4,SEEDLING,2,9/11/2015,2015,2014,2014,2015_SEEDLING
ABRP,5,4,5_4,A,0,9/11/2015,2015,2014,2014,2015_A
ABRP,5,4,5_4,B,24,9/11/2015,2015,2014,2014,2015_B
ABRP,5,4,5_4,C,71,9/11/2015,2015,2014,2014,2015_C
ABRP,5,4,5_4,D,6,9/11/2015,2015,2014,2014,2015_D
ABRP,5,4,5_4,E,2,9/11/2015,2015,2014,2014,2015_E
ABRP,5,4,5_4,F,0,9/11/2015,2015,2014,2014,2015_F
ABRP,5,4,5_4,G,0,9/11/2015,2015,2014,2014,2015_G
ABRP,5,4,5_4,H,0,9/11/2015,2015,2014,2014,2015_H
ABRP,5,4,5_4,I,0,9/11/2015,2015,2014,2014,2015_I
ABRP,5,4,5_4,J,1,9/11/2015,2015,2014,2014,2015_J
ABRP,5,5,5_5,SEEDLING,37,8/29/2015,2015,2014,2014,2015_SEEDLING
ABRP,5,5,5_5,A,1,8/29/2015,2015,2014,2014,2015_A
ABRP,5,5,5_5,B,86,8/29/2015,2015,2014,2014,2015_B
ABRP,5,5,5_5,C,53,8/29/2015,2015,2014,2014,2015_C
ABRP,5,5,5_5,D,2,8/29/2015,2015,2014,2014,2015_D
ABRP,5,5,5_5,E,1,8/29/2015,2015,2014,2014,2015_E
ABRP,5,5,5_5,F,0,8/29/2015,2015,2014,2014,2015_F
ABRP,5,5,5_5,G,2,8/29/2015,2015,2014,2014,2015_G
ABRP,5,5,5_5,H,2,8/29/2015,2015,2014,2014,2015_H
ABRP,5,5,5_5,I,0,8/29/2015,2015,2014,2014,2015_I
ABRP,5,5,5_5,J,1,8/29/2015,2015,2014,2014,2015_J
ABRP,5,6,5_6,SEEDLING,35,8/31/2015,2015,2014,2014,2015_SEEDLING
ABRP,5,6,5_6,A,0,8/31/2015,2015,2014,2014,2015_A
ABRP,5,6,5_6,B,33,8/31/2015,2015,2014,2014,2015_B
ABRP,5,6,5_6,C,46,8/31/2015,2015,2014,2014,2015_C
ABRP,5,6,5_6,D,11,8/31/2015,2015,2014,2014,2015_D
ABRP,5,6,5_6,E,2,8/31/2015,2015,2014,2014,2015_E
ABRP,5,6,5_6,F,0,8/31/2015,2015,2014,2014,2015_F
ABRP,5,6,5_6,G,2,8/31/2015,2015,2014,2014,2015_G
ABRP,5,6,5_6,H,1,8/31/2015,2015,2014,2014,2015_H
ABRP,5,6,5_6,I,0,8/31/2015,2015,2014,2014,2015_I
ABRP,5,6,5_6,J,0,8/31/2015,2015,2014,2014,2015_J
ABRP,5,1,5_1,SEEDLING,10,8/24/2017,2017,2016,2016,2017_SEEDLING
ABRP,5,1,5_1,A,0,8/24/2017,2017,2016,2016,2017_A
ABRP,5,1,5_1,B,46,8/24/2017,2017,2016,2016,2017_B
ABRP,5,1,5_1,C,49,8/24/2017,2017,2016,2016,2017_C
ABRP,5,1,5_1,D,15,8/24/2017,2017,2016,2016,2017_D
ABRP,5,1,5_1,E,4,8/24/2017,2017,2016,2016,2017_E
ABRP,5,1,5_1,F,2,8/24/2017,2017,2016,2016,2017_F
ABRP,5,1,5_1,G,5,8/24/2017,2017,2016,2016,2017_G
ABRP,5,1,5_1,H,3,8/24/2017,2017,2016,2016,2017_H
ABRP,5,1,5_1,I,0,8/24/2017,2017,2016,2016,2017_I
ABRP,5,1,5_1,J,1,8/24/2017,2017,2016,2016,2017_J
ABRP,5,2,5_2,SEEDLING,13,8/25/2017,2017,2016,2016,2017_SEEDLING
ABRP,5,2,5_2,A,0,8/25/2017,2017,2016,2016,2017_A
ABRP,5,2,5_2,B,40,8/25/2017,2017,2016,2016,2017_B
ABRP,5,2,5_2,C,37,8/25/2017,2017,2016,2016,2017_C
ABRP,5,2,5_2,D,4,8/25/2017,2017,2016,2016,2017_D
ABRP,5,2,5_2,E,1,8/25/2017,2017,2016,2016,2017_E
ABRP,5,2,5_2,F,1,8/25/2017,2017,2016,2016,2017_F
ABRP,5,2,5_2,G,3,8/25/2017,2017,2016,2016,2017_G
ABRP,5,2,5_2,H,2,8/25/2017,2017,2016,2016,2017_H
ABRP,5,2,5_2,I,0,8/25/2017,2017,2016,2016,2017_I
ABRP,5,2,5_2,J,0,8/25/2017,2017,2016,2016,2017_J
ABRP,5,3,5_3,SEEDLING,0,8/29/2017,2017,2016,2016,2017_SEEDLING
ABRP,5,3,5_3,A,0,8/29/2017,2017,2016,2016,2017_A
ABRP,5,3,5_3,B,5,8/29/2017,2017,2016,2016,2017_B
ABRP,5,3,5_3,C,9,8/29/2017,2017,2016,2016,2017_C
ABRP,5,3,5_3,D,3,8/29/2017,2017,2016,2016,2017_D
ABRP,5,3,5_3,E,0,8/29/2017,2017,2016,2016,2017_E
ABRP,5,3,5_3,F,1,8/29/2017,2017,2016,2016,2017_F
ABRP,5,3,5_3,G,1,8/29/2017,2017,2016,2016,2017_G
ABRP,5,3,5_3,H,1,8/29/2017,2017,2016,2016,2017_H
ABRP,5,3,5_3,I,2,8/29/2017,2017,2016,2016,2017_I
ABRP,5,3,5_3,J,0,8/29/2017,2017,2016,2016,2017_J
ABRP,5,4,5_4,SEEDLING,1,8/30/2017,2017,2016,2016,2017_SEEDLING
ABRP,5,4,5_4,A,0,8/30/2017,2017,2016,2016,2017_A
ABRP,5,4,5_4,B,9,8/30/2017,2017,2016,2016,2017_B
ABRP,5,4,5_4,C,68,8/30/2017,2017,2016,2016,2017_C
ABRP,5,4,5_4,D,13,8/30/2017,2017,2016,2016,2017_D
ABRP,5,4,5_4,E,0,8/30/2017,2017,2016,2016,2017_E
ABRP,5,4,5_4,F,1,8/30/2017,2017,2016,2016,2017_F
ABRP,5,4,5_4,G,0,8/30/2017,2017,2016,2016,2017_G
ABRP,5,4,5_4,H,0,8/30/2017,2017,2016,2016,2017_H
ABRP,5,4,5_4,I,0,8/30/2017,2017,2016,2016,2017_I
ABRP,5,4,5_4,J,1,8/30/2017,2017,2016,2016,2017_J
ABRP,5,5,5_5,SEEDLING,19,8/23/2017,2017,2016,2016,2017_SEEDLING
ABRP,5,5,5_5,A,3,8/23/2017,2017,2016,2016,2017_A
ABRP,5,5,5_5,B,89,8/23/2017,2017,2016,2016,2017_B
ABRP,5,5,5_5,C,57,8/23/2017,2017,2016,2016,2017_C
ABRP,5,5,5_5,D,2,8/23/2017,2017,2016,2016,2017_D
ABRP,5,5,5_5,E,2,8/23/2017,2017,2016,2016,2017_E
ABRP,5,5,5_5,F,0,8/23/2017,2017,2016,2016,2017_F
ABRP,5,5,5_5,G,3,8/23/2017,2017,2016,2016,2017_G
ABRP,5,5,5_5,H,2,8/23/2017,2017,2016,2016,2017_H
ABRP,5,5,5_5,I,0,8/23/2017,2017,2016,2016,2017_I
ABRP,5,5,5_5,J,1,8/23/2017,2017,2016,2016,2017_J
ABRP,5,6,5_6,SEEDLING,23,8/24/2017,2017,2016,2016,2017_SEEDLING
ABRP,5,6,5_6,A,0,8/24/2017,2017,2016,2016,2017_A
ABRP,5,6,5_6,B,40,8/24/2017,2017,2016,2016,2017_B
ABRP,5,6,5_6,C,50,8/24/2017,2017,2016,2016,2017_C
ABRP,5,6,5_6,D,13,8/24/2017,2017,2016,2016,2017_D
ABRP,5,6,5_6,E,1,8/24/2017,2017,2016,2016,2017_E
ABRP,5,6,5_6,F,0,8/24/2017,2017,2016,2016,2017_F
ABRP,5,6,5_6,G,2,8/24/2017,2017,2016,2016,2017_G
ABRP,5,6,5_6,H,1,8/24/2017,2017,2016,2016,2017_H
ABRP,5,6,5_6,I,0,8/24/2017,2017,2016,2016,2017_I
ABRP,5,6,5_6,J,0,8/24/2017,2017,2016,2016,2017_J
ABRP,5,1,5_1,SEEDLING,6,7/9/2019,2019,2018,2018,2019_SEEDLING
ABRP,5,1,5_1,A,0,7/9/2019,2019,2018,2018,2019_A
ABRP,5,1,5_1,B,38,7/9/2019,2019,2018,2018,2019_B
ABRP,5,1,5_1,C,53,7/9/2019,2019,2018,2018,2019_C
ABRP,5,1,5_1,D,14,7/9/2019,2019,2018,2018,2019_D
ABRP,5,1,5_1,E,9,7/9/2019,2019,2018,2018,2019_E
ABRP,5,1,5_1,F,2,7/9/2019,2019,2018,2018,2019_F
ABRP,5,1,5_1,G,5,7/9/2019,2019,2018,2018,2019_G
ABRP,5,1,5_1,H,3,7/9/2019,2019,2018,2018,2019_H
ABRP,5,1,5_1,I,0,7/9/2019,2019,2018,2018,2019_I
ABRP,5,1,5_1,J,1,7/9/2019,2019,2018,2018,2019_J
ABRP,5,2,5_2,SEEDLING,7,7/9/2019,2019,2018,2018,2019_SEEDLING
ABRP,5,2,5_2,A,1,7/9/2019,2019,2018,2018,2019_A
ABRP,5,2,5_2,B,35,7/9/2019,2019,2018,2018,2019_B
ABRP,5,2,5_2,C,39,7/9/2019,2019,2018,2018,2019_C
ABRP,5,2,5_2,D,7,7/9/2019,2019,2018,2018,2019_D
ABRP,5,2,5_2,E,1,7/9/2019,2019,2018,2018,2019_E
ABRP,5,2,5_2,F,1,7/9/2019,2019,2018,2018,2019_F
ABRP,5,2,5_2,G,1,7/9/2019,2019,2018,2018,2019_G
ABRP,5,2,5_2,H,2,7/9/2019,2019,2018,2018,2019_H
ABRP,5,2,5_2,I,1,7/9/2019,2019,2018,2018,2019_I
ABRP,5,2,5_2,J,0,7/9/2019,2019,2018,2018,2019_J
ABRP,5,3,5_3,SEEDLING,0,7/10/2019,2019,2018,2018,2019_SEEDLING
ABRP,5,3,5_3,A,0,7/10/2019,2019,2018,2018,2019_A
ABRP,5,3,5_3,B,2,7/10/2019,2019,2018,2018,2019_B
ABRP,5,3,5_3,C,10,7/10/2019,2019,2018,2018,2019_C
ABRP,5,3,5_3,D,4,7/10/2019,2019,2018,2018,2019_D
ABRP,5,3,5_3,E,1,7/10/2019,2019,2018,2018,2019_E
ABRP,5,3,5_3,F,0,7/10/2019,2019,2018,2018,2019_F
ABRP,5,3,5_3,G,1,7/10/2019,2019,2018,2018,2019_G
ABRP,5,3,5_3,H,1,7/10/2019,2019,2018,2018,2019_H
ABRP,5,3,5_3,I,1,7/10/2019,2019,2018,2018,2019_I
ABRP,5,3,5_3,J,0,7/10/2019,2019,2018,2018,2019_J
ABRP,5,4,5_4,SEEDLING,0,7/10/2019,2019,2018,2018,2019_SEEDLING
ABRP,5,4,5_4,A,0,7/10/2019,2019,2018,2018,2019_A
ABRP,5,4,5_4,B,11,7/10/2019,2019,2018,2018,2019_B
ABRP,5,4,5_4,C,61,7/10/2019,2019,2018,2018,2019_C
ABRP,5,4,5_4,D,22,7/10/2019,2019,2018,2018,2019_D
ABRP,5,4,5_4,E,2,7/10/2019,2019,2018,2018,2019_E
ABRP,5,4,5_4,F,1,7/10/2019,2019,2018,2018,2019_F
ABRP,5,4,5_4,G,0,7/10/2019,2019,2018,2018,2019_G
ABRP,5,4,5_4,H,0,7/10/2019,2019,2018,2018,2019_H
ABRP,5,4,5_4,I,0,7/10/2019,2019,2018,2018,2019_I
ABRP,5,4,5_4,J,0,7/10/2019,2019,2018,2018,2019_J
ABRP,5,5,5_5,SEEDLING,9,7/11/2019,2019,2018,2018,2019_SEEDLING
ABRP,5,5,5_5,A,2,7/11/2019,2019,2018,2018,2019_A
ABRP,5,5,5_5,B,60,7/11/2019,2019,2018,2018,2019_B
ABRP,5,5,5_5,C,75,7/11/2019,2019,2018,2018,2019_C
ABRP,5,5,5_5,D,3,7/11/2019,2019,2018,2018,2019_D
ABRP,5,5,5_5,E,2,7/11/2019,2019,2018,2018,2019_E
ABRP,5,5,5_5,F,0,7/11/2019,2019,2018,2018,2019_F
ABRP,5,5,5_5,G,2,7/11/2019,2019,2018,2018,2019_G
ABRP,5,5,5_5,H,2,7/11/2019,2019,2018,2018,2019_H
ABRP,5,5,5_5,I,0,7/11/2019,2019,2018,2018,2019_I
ABRP,5,5,5_5,J,1,7/11/2019,2019,2018,2018,2019_J
ABRP,5,6,5_6,SEEDLING,12,7/11/2019,2019,2018,2018,2019_SEEDLING
ABRP,5,6,5_6,A,4,7/11/2019,2019,2018,2018,2019_A
ABRP,5,6,5_6,B,33,7/11/2019,2019,2018,2018,2019_B
ABRP,5,6,5_6,C,48,7/11/2019,2019,2018,2018,2019_C
ABRP,5,6,5_6,D,16,7/11/2019,2019,2018,2018,2019_D
ABRP,5,6,5_6,E,2,7/11/2019,2019,2018,2018,2019_E
ABRP,5,6,5_6,F,0,7/11/2019,2019,2018,2018,2019_F
ABRP,5,6,5_6,G,1,7/11/2019,2019,2018,2018,2019_G
ABRP,5,6,5_6,H,1,7/11/2019,2019,2018,2018,2019_H
ABRP,5,6,5_6,I,0,7/11/2019,2019,2018,2018,2019_I
ABRP,5,6,5_6,J,0,7/11/2019,2019,2018,2018,2019_J
ABRP,7,1,7_1,SEEDLING,3,7/31/1996,1996,4/30/1994,1994,1996_SEEDLING
ABRP,7,1,7_1,A,15,7/31/1996,1996,4/30/1994,1994,1996_A
ABRP,7,1,7_1,B,10,7/31/1996,1996,4/30/1994,1994,1996_B
ABRP,7,1,7_1,C,2,7/31/1996,1996,4/30/1994,1994,1996_C
ABRP,7,1,7_1,D,0,7/31/1996,1996,4/30/1994,1994,1996_D
ABRP,7,1,7_1,E,0,7/31/1996,1996,4/30/1994,1994,1996_E
ABRP,7,1,7_1,F,0,7/31/1996,1996,4/30/1994,1994,1996_F
ABRP,7,1,7_1,G,0,7/31/1996,1996,4/30/1994,1994,1996_G
ABRP,7,1,7_1,H,0,7/31/1996,1996,4/30/1994,1994,1996_H
ABRP,7,1,7_1,I,0,7/31/1996,1996,4/30/1994,1994,1996_I
ABRP,7,1,7_1,J,0,7/31/1996,1996,4/30/1994,1994,1996_J
ABRP,7,2,7_2,SEEDLING,3,8/1/1996,1996,4/30/1994,1994,1996_SEEDLING
ABRP,7,2,7_2,A,0,8/1/1996,1996,4/30/1994,1994,1996_A
ABRP,7,2,7_2,B,5,8/1/1996,1996,4/30/1994,1994,1996_B
ABRP,7,2,7_2,C,7,8/1/1996,1996,4/30/1994,1994,1996_C
ABRP,7,2,7_2,D,0,8/1/1996,1996,4/30/1994,1994,1996_D
ABRP,7,2,7_2,E,0,8/1/1996,1996,4/30/1994,1994,1996_E
ABRP,7,2,7_2,F,0,8/1/1996,1996,4/30/1994,1994,1996_F
ABRP,7,2,7_2,G,0,8/1/1996,1996,4/30/1994,1994,1996_G
ABRP,7,2,7_2,H,0,8/1/1996,1996,4/30/1994,1994,1996_H
ABRP,7,2,7_2,I,0,8/1/1996,1996,4/30/1994,1994,1996_I
ABRP,7,2,7_2,J,0,8/1/1996,1996,4/30/1994,1994,1996_J
ABRP,7,3,7_3,SEEDLING,3,8/2/1996,1996,4/30/1994,1994,1996_SEEDLING
ABRP,7,3,7_3,A,0,8/2/1996,1996,4/30/1994,1994,1996_A
ABRP,7,3,7_3,B,25,8/2/1996,1996,4/30/1994,1994,1996_B
ABRP,7,3,7_3,C,12,8/2/1996,1996,4/30/1994,1994,1996_C
ABRP,7,3,7_3,D,2,8/2/1996,1996,4/30/1994,1994,1996_D
ABRP,7,3,7_3,E,0,8/2/1996,1996,4/30/1994,1994,1996_E
ABRP,7,3,7_3,F,0,8/2/1996,1996,4/30/1994,1994,1996_F
ABRP,7,3,7_3,G,0,8/2/1996,1996,4/30/1994,1994,1996_G
ABRP,7,3,7_3,H,0,8/2/1996,1996,4/30/1994,1994,1996_H
ABRP,7,3,7_3,I,0,8/2/1996,1996,4/30/1994,1994,1996_I
ABRP,7,3,7_3,J,0,8/2/1996,1996,4/30/1994,1994,1996_J
ABRP,7,4,7_4,SEEDLING,1,8/5/1996,1996,4/30/1994,1994,1996_SEEDLING
ABRP,7,4,7_4,A,0,8/5/1996,1996,4/30/1994,1994,1996_A
ABRP,7,4,7_4,B,3,8/5/1996,1996,4/30/1994,1994,1996_B
ABRP,7,4,7_4,C,5,8/5/1996,1996,4/30/1994,1994,1996_C
ABRP,7,4,7_4,D,0,8/5/1996,1996,4/30/1994,1994,1996_D
ABRP,7,4,7_4,E,0,8/5/1996,1996,4/30/1994,1994,1996_E
ABRP,7,4,7_4,F,0,8/5/1996,1996,4/30/1994,1994,1996_F
ABRP,7,4,7_4,G,0,8/5/1996,1996,4/30/1994,1994,1996_G
ABRP,7,4,7_4,H,0,8/5/1996,1996,4/30/1994,1994,1996_H
ABRP,7,4,7_4,I,0,8/5/1996,1996,4/30/1994,1994,1996_I
ABRP,7,4,7_4,J,0,8/5/1996,1996,4/30/1994,1994,1996_J
ABRP,7,5,7_5,SEEDLING,3,8/22/1996,1996,4/30/1994,1994,1996_SEEDLING
ABRP,7,5,7_5,A,3,8/22/1996,1996,4/30/1994,1994,1996_A
ABRP,7,5,7_5,B,16,8/22/1996,1996,4/30/1994,1994,1996_B
ABRP,7,5,7_5,C,21,8/22/1996,1996,4/30/1994,1994,1996_C
ABRP,7,5,7_5,D,2,8/22/1996,1996,4/30/1994,1994,1996_D
ABRP,7,5,7_5,E,0,8/22/1996,1996,4/30/1994,1994,1996_E
ABRP,7,5,7_5,F,0,8/22/1996,1996,4/30/1994,1994,1996_F
ABRP,7,5,7_5,G,0,8/22/1996,1996,4/30/1994,1994,1996_G
ABRP,7,5,7_5,H,0,8/22/1996,1996,4/30/1994,1994,1996_H
ABRP,7,5,7_5,I,0,8/22/1996,1996,4/30/1994,1994,1996_I
ABRP,7,5,7_5,J,0,8/22/1996,1996,4/30/1994,1994,1996_J
ABRP,7,6,7_6,SEEDLING,3,8/5/1996,1996,4/30/1994,1994,1996_SEEDLING
ABRP,7,6,7_6,A,0,8/5/1996,1996,4/30/1994,1994,1996_A
ABRP,7,6,7_6,B,14,8/5/1996,1996,4/30/1994,1994,1996_B
ABRP,7,6,7_6,C,2,8/5/1996,1996,4/30/1994,1994,1996_C
ABRP,7,6,7_6,D,7,8/5/1996,1996,4/30/1994,1994,1996_D
ABRP,7,6,7_6,E,0,8/5/1996,1996,4/30/1994,1994,1996_E
ABRP,7,6,7_6,F,0,8/5/1996,1996,4/30/1994,1994,1996_F
ABRP,7,6,7_6,G,0,8/5/1996,1996,4/30/1994,1994,1996_G
ABRP,7,6,7_6,H,0,8/5/1996,1996,4/30/1994,1994,1996_H
ABRP,7,6,7_6,I,0,8/5/1996,1996,4/30/1994,1994,1996_I
ABRP,7,6,7_6,J,0,8/5/1996,1996,4/30/1994,1994,1996_J
ABRP,7,7,7_7,SEEDLING,2,8/7/1996,1996,4/30/1994,1994,1996_SEEDLING
ABRP,7,7,7_7,A,0,8/7/1996,1996,4/30/1994,1994,1996_A
ABRP,7,7,7_7,B,2,8/7/1996,1996,4/30/1994,1994,1996_B
ABRP,7,7,7_7,C,6,8/7/1996,1996,4/30/1994,1994,1996_C
ABRP,7,7,7_7,D,3,8/7/1996,1996,4/30/1994,1994,1996_D
ABRP,7,7,7_7,E,0,8/7/1996,1996,4/30/1994,1994,1996_E
ABRP,7,7,7_7,F,0,8/7/1996,1996,4/30/1994,1994,1996_F
ABRP,7,7,7_7,G,0,8/7/1996,1996,4/30/1994,1994,1996_G
ABRP,7,7,7_7,H,0,8/7/1996,1996,4/30/1994,1994,1996_H
