PRES,BU,PLOT,BP,SIZE,STEMS,MONDATE,MONYEAR,LASTBURN,LASTBURNYEAR,SIZE_MONYEAR
ABRP,21,3,21_3,H,1,8/15/1996,1996,5/6/1994,1994,1996_H
ABRP,21,3,21_3,I,0,8/15/1996,1996,5/6/1994,1994,1996_I
ABRP,21,3,21_3,J,0,8/15/1996,1996,5/6/1994,1994,1996_J
ABRP,21,1,21_1,SEEDLING,1,8/24/1998,1998,5/27/1997,1997,1998_SEEDLING
ABRP,21,1,21_1,A,0,8/24/1998,1998,5/27/1997,1997,1998_A
ABRP,21,1,21_1,B,0,8/24/1998,1998,5/27/1997,1997,1998_B
ABRP,21,1,21_1,C,0,8/24/1998,1998,5/27/1997,1997,1998_C
ABRP,21,1,21_1,D,0,8/24/1998,1998,5/27/1997,1997,1998_D
ABRP,21,1,21_1,E,0,8/24/1998,1998,5/27/1997,1997,1998_E
ABRP,21,1,21_1,F,1,8/24/1998,1998,5/27/1997,1997,1998_F
ABRP,21,1,21_1,G,0,8/24/1998,1998,5/27/1997,1997,1998_G
ABRP,21,1,21_1,H,1,8/24/1998,1998,5/27/1997,1997,1998_H
ABRP,21,1,21_1,I,0,8/24/1998,1998,5/27/1997,1997,1998_I
ABRP,21,1,21_1,J,0,8/24/1998,1998,5/27/1997,1997,1998_J
ABRP,21,2,21_2,SEEDLING,2,8/24/1998,1998,5/27/1997,1997,1998_SEEDLING
ABRP,21,2,21_2,A,0,8/24/1998,1998,5/27/1997,1997,1998_A
ABRP,21,2,21_2,B,0,8/24/1998,1998,5/27/1997,1997,1998_B
ABRP,21,2,21_2,C,1,8/24/1998,1998,5/27/1997,1997,1998_C
ABRP,21,2,21_2,D,1,8/24/1998,1998,5/27/1997,1997,1998_D
ABRP,21,2,21_2,E,4,8/24/1998,1998,5/27/1997,1997,1998_E
ABRP,21,2,21_2,F,4,8/24/1998,1998,5/27/1997,1997,1998_F
ABRP,21,2,21_2,G,2,8/24/1998,1998,5/27/1997,1997,1998_G
ABRP,21,2,21_2,H,2,8/24/1998,1998,5/27/1997,1997,1998_H
ABRP,21,2,21_2,I,0,8/24/1998,1998,5/27/1997,1997,1998_I
ABRP,21,2,21_2,J,0,8/24/1998,1998,5/27/1997,1997,1998_J
ABRP,21,3,21_3,SEEDLING,2,8/25/1998,1998,5/27/1997,1997,1998_SEEDLING
ABRP,21,3,21_3,A,0,8/25/1998,1998,5/27/1997,1997,1998_A
ABRP,21,3,21_3,B,1,8/25/1998,1998,5/27/1997,1997,1998_B
ABRP,21,3,21_3,C,0,8/25/1998,1998,5/27/1997,1997,1998_C
ABRP,21,3,21_3,D,0,8/25/1998,1998,5/27/1997,1997,1998_D
ABRP,21,3,21_3,E,1,8/25/1998,1998,5/27/1997,1997,1998_E
ABRP,21,3,21_3,F,1,8/25/1998,1998,5/27/1997,1997,1998_F
ABRP,21,3,21_3,G,2,8/25/1998,1998,5/27/1997,1997,1998_G
ABRP,21,3,21_3,H,1,8/25/1998,1998,5/27/1997,1997,1998_H
ABRP,21,3,21_3,I,0,8/25/1998,1998,5/27/1997,1997,1998_I
ABRP,21,3,21_3,J,0,8/25/1998,1998,5/27/1997,1997,1998_J
ABRP,21,1,21_1,A,0,8/2/2001,2001,5/9/2000,2000,2001_A
ABRP,21,1,21_1,B,1,8/2/2001,2001,5/9/2000,2000,2001_B
ABRP,21,1,21_1,C,0,8/2/2001,2001,5/9/2000,2000,2001_C
ABRP,21,1,21_1,D,0,8/2/2001,2001,5/9/2000,2000,2001_D
ABRP,21,1,21_1,E,0,8/2/2001,2001,5/9/2000,2000,2001_E
ABRP,21,1,21_1,F,1,8/2/2001,2001,5/9/2000,2000,2001_F
ABRP,21,1,21_1,G,0,8/2/2001,2001,5/9/2000,2000,2001_G
ABRP,21,1,21_1,H,1,8/2/2001,2001,5/9/2000,2000,2001_H
ABRP,21,1,21_1,I,0,8/2/2001,2001,5/9/2000,2000,2001_I
ABRP,21,1,21_1,J,0,8/2/2001,2001,5/9/2000,2000,2001_J
ABRP,21,2,21_2,A,1,8/3/2001,2001,5/9/2000,2000,2001_A
ABRP,21,2,21_2,B,3,8/3/2001,2001,5/9/2000,2000,2001_B
ABRP,21,2,21_2,C,1,8/3/2001,2001,5/9/2000,2000,2001_C
ABRP,21,2,21_2,D,1,8/3/2001,2001,5/9/2000,2000,2001_D
ABRP,21,2,21_2,E,4,8/3/2001,2001,5/9/2000,2000,2001_E
ABRP,21,2,21_2,F,4,8/3/2001,2001,5/9/2000,2000,2001_F
ABRP,21,2,21_2,G,1,8/3/2001,2001,5/9/2000,2000,2001_G
ABRP,21,2,21_2,H,2,8/3/2001,2001,5/9/2000,2000,2001_H
ABRP,21,2,21_2,I,0,8/3/2001,2001,5/9/2000,2000,2001_I
ABRP,21,2,21_2,J,0,8/3/2001,2001,5/9/2000,2000,2001_J
ABRP,21,3,21_3,A,1,8/3/2001,2001,5/9/2000,2000,2001_A
ABRP,21,3,21_3,B,7,8/3/2001,2001,5/9/2000,2000,2001_B
ABRP,21,3,21_3,C,1,8/3/2001,2001,5/9/2000,2000,2001_C
ABRP,21,3,21_3,D,0,8/3/2001,2001,5/9/2000,2000,2001_D
ABRP,21,3,21_3,E,0,8/3/2001,2001,5/9/2000,2000,2001_E
ABRP,21,3,21_3,F,1,8/3/2001,2001,5/9/2000,2000,2001_F
ABRP,21,3,21_3,G,3,8/3/2001,2001,5/9/2000,2000,2001_G
ABRP,21,3,21_3,H,1,8/3/2001,2001,5/9/2000,2000,2001_H
ABRP,21,3,21_3,I,0,8/3/2001,2001,5/9/2000,2000,2001_I
ABRP,21,3,21_3,J,0,8/3/2001,2001,5/9/2000,2000,2001_J
ABRP,21,4,21_4,A,0,8/23/2001,2001,5/9/2000,2000,2001_A
ABRP,21,4,21_4,B,0,8/23/2001,2001,5/9/2000,2000,2001_B
ABRP,21,4,21_4,C,0,8/23/2001,2001,5/9/2000,2000,2001_C
ABRP,21,4,21_4,D,0,8/23/2001,2001,5/9/2000,2000,2001_D
ABRP,21,4,21_4,E,0,8/23/2001,2001,5/9/2000,2000,2001_E
ABRP,21,4,21_4,F,1,8/23/2001,2001,5/9/2000,2000,2001_F
ABRP,21,4,21_4,G,1,8/23/2001,2001,5/9/2000,2000,2001_G
ABRP,21,4,21_4,H,0,8/23/2001,2001,5/9/2000,2000,2001_H
ABRP,21,4,21_4,I,0,8/23/2001,2001,5/9/2000,2000,2001_I
ABRP,21,4,21_4,J,0,8/23/2001,2001,5/9/2000,2000,2001_J
ABRP,21,1,21_1,SEEDLING,1,8/2/2001,2001,5/9/2000,2000,2001_SEEDLING
ABRP,21,2,21_2,SEEDLING,1,8/3/2001,2001,5/9/2000,2000,2001_SEEDLING
ABRP,21,3,21_3,SEEDLING,1,8/3/2001,2001,5/9/2000,2000,2001_SEEDLING
ABRP,21,4,21_4,SEEDLING,2,8/23/2001,2001,5/9/2000,2000,2001_SEEDLING
ABRP,21,1,21_1,SEEDLING,1,8/20/2003,2003,5/23/2002,2002,2003_SEEDLING
ABRP,21,1,21_1,A,0,8/20/2003,2003,5/23/2002,2002,2003_A
ABRP,21,1,21_1,B,1,8/20/2003,2003,5/23/2002,2002,2003_B
ABRP,21,1,21_1,C,0,8/20/2003,2003,5/23/2002,2002,2003_C
ABRP,21,1,21_1,D,0,8/20/2003,2003,5/23/2002,2002,2003_D
ABRP,21,1,21_1,E,0,8/20/2003,2003,5/23/2002,2002,2003_E
ABRP,21,1,21_1,F,1,8/20/2003,2003,5/23/2002,2002,2003_F
ABRP,21,1,21_1,G,0,8/20/2003,2003,5/23/2002,2002,2003_G
ABRP,21,1,21_1,H,1,8/20/2003,2003,5/23/2002,2002,2003_H
ABRP,21,1,21_1,I,0,8/20/2003,2003,5/23/2002,2002,2003_I
ABRP,21,1,21_1,J,0,8/20/2003,2003,5/23/2002,2002,2003_J
ABRP,21,2,21_2,SEEDLING,1,8/20/2003,2003,5/23/2002,2002,2003_SEEDLING
ABRP,21,2,21_2,A,0,8/20/2003,2003,5/23/2002,2002,2003_A
ABRP,21,2,21_2,B,2,8/20/2003,2003,5/23/2002,2002,2003_B
ABRP,21,2,21_2,C,2,8/20/2003,2003,5/23/2002,2002,2003_C
ABRP,21,2,21_2,D,1,8/20/2003,2003,5/23/2002,2002,2003_D
ABRP,21,2,21_2,E,4,8/20/2003,2003,5/23/2002,2002,2003_E
ABRP,21,2,21_2,F,4,8/20/2003,2003,5/23/2002,2002,2003_F
ABRP,21,2,21_2,G,1,8/20/2003,2003,5/23/2002,2002,2003_G
ABRP,21,2,21_2,H,2,8/20/2003,2003,5/23/2002,2002,2003_H
ABRP,21,2,21_2,I,0,8/20/2003,2003,5/23/2002,2002,2003_I
ABRP,21,2,21_2,J,0,8/20/2003,2003,5/23/2002,2002,2003_J
ABRP,21,3,21_3,SEEDLING,1,9/5/2003,2003,5/23/2002,2002,2003_SEEDLING
ABRP,21,3,21_3,A,0,9/5/2003,2003,5/23/2002,2002,2003_A
ABRP,21,3,21_3,B,6,9/5/2003,2003,5/23/2002,2002,2003_B
ABRP,21,3,21_3,C,1,9/5/2003,2003,5/23/2002,2002,2003_C
ABRP,21,3,21_3,D,0,9/5/2003,2003,5/23/2002,2002,2003_D
ABRP,21,3,21_3,E,0,9/5/2003,2003,5/23/2002,2002,2003_E
ABRP,21,3,21_3,F,1,9/5/2003,2003,5/23/2002,2002,2003_F
ABRP,21,3,21_3,G,3,9/5/2003,2003,5/23/2002,2002,2003_G
ABRP,21,3,21_3,H,1,9/5/2003,2003,5/23/2002,2002,2003_H
ABRP,21,3,21_3,I,0,9/5/2003,2003,5/23/2002,2002,2003_I
ABRP,21,3,21_3,J,0,9/5/2003,2003,5/23/2002,2002,2003_J
ABRP,21,1,21_1,SEEDLING,1,8/25/2005,2005,4/14/2004,2004,2005_SEEDLING
ABRP,21,1,21_1,A,0,8/25/2005,2005,4/14/2004,2004,2005_A
ABRP,21,1,21_1,B,0,8/25/2005,2005,4/14/2004,2004,2005_B
ABRP,21,1,21_1,C,1,8/25/2005,2005,4/14/2004,2004,2005_C
ABRP,21,1,21_1,D,0,8/25/2005,2005,4/14/2004,2004,2005_D
ABRP,21,1,21_1,E,0,8/25/2005,2005,4/14/2004,2004,2005_E
ABRP,21,1,21_1,F,1,8/25/2005,2005,4/14/2004,2004,2005_F
ABRP,21,1,21_1,G,0,8/25/2005,2005,4/14/2004,2004,2005_G
ABRP,21,1,21_1,H,1,8/25/2005,2005,4/14/2004,2004,2005_H
ABRP,21,1,21_1,I,0,8/25/2005,2005,4/14/2004,2004,2005_I
ABRP,21,1,21_1,J,0,8/25/2005,2005,4/14/2004,2004,2005_J
ABRP,21,2,21_2,SEEDLING,1,8/25/2005,2005,4/14/2004,2004,2005_SEEDLING
ABRP,21,2,21_2,A,0,8/25/2005,2005,4/14/2004,2004,2005_A
ABRP,21,2,21_2,B,1,8/25/2005,2005,4/14/2004,2004,2005_B
ABRP,21,2,21_2,C,3,8/25/2005,2005,4/14/2004,2004,2005_C
ABRP,21,2,21_2,D,1,8/25/2005,2005,4/14/2004,2004,2005_D
ABRP,21,2,21_2,E,2,8/25/2005,2005,4/14/2004,2004,2005_E
ABRP,21,2,21_2,F,5,8/25/2005,2005,4/14/2004,2004,2005_F
ABRP,21,2,21_2,G,2,8/25/2005,2005,4/14/2004,2004,2005_G
ABRP,21,2,21_2,H,1,8/25/2005,2005,4/14/2004,2004,2005_H
ABRP,21,2,21_2,I,1,8/25/2005,2005,4/14/2004,2004,2005_I
ABRP,21,2,21_2,J,0,8/25/2005,2005,4/14/2004,2004,2005_J
ABRP,21,3,21_3,SEEDLING,1,8/23/2005,2005,4/14/2004,2004,2005_SEEDLING
ABRP,21,3,21_3,A,0,8/23/2005,2005,4/14/2004,2004,2005_A
ABRP,21,3,21_3,B,6,8/23/2005,2005,4/14/2004,2004,2005_B
ABRP,21,3,21_3,C,2,8/23/2005,2005,4/14/2004,2004,2005_C
ABRP,21,3,21_3,D,0,8/23/2005,2005,4/14/2004,2004,2005_D
ABRP,21,3,21_3,E,0,8/23/2005,2005,4/14/2004,2004,2005_E
ABRP,21,3,21_3,F,1,8/23/2005,2005,4/14/2004,2004,2005_F
ABRP,21,3,21_3,G,3,8/23/2005,2005,4/14/2004,2004,2005_G
ABRP,21,3,21_3,H,1,8/23/2005,2005,4/14/2004,2004,2005_H
ABRP,21,3,21_3,I,0,8/23/2005,2005,4/14/2004,2004,2005_I
ABRP,21,3,21_3,J,0,8/23/2005,2005,4/14/2004,2004,2005_J
ABRP,21,1,21_1,SEEDLING,1,10/2/2007,2007,2006,2006,2007_SEEDLING
ABRP,21,1,21_1,A,0,10/2/2007,2007,2006,2006,2007_A
ABRP,21,1,21_1,B,0,10/2/2007,2007,2006,2006,2007_B
ABRP,21,1,21_1,C,1,10/2/2007,2007,2006,2006,2007_C
ABRP,21,1,21_1,D,0,10/2/2007,2007,2006,2006,2007_D
ABRP,21,1,21_1,E,0,10/2/2007,2007,2006,2006,2007_E
ABRP,21,1,21_1,F,1,10/2/2007,2007,2006,2006,2007_F
ABRP,21,1,21_1,G,0,10/2/2007,2007,2006,2006,2007_G
ABRP,21,1,21_1,H,1,10/2/2007,2007,2006,2006,2007_H
ABRP,21,1,21_1,I,0,10/2/2007,2007,2006,2006,2007_I
ABRP,21,1,21_1,J,0,10/2/2007,2007,2006,2006,2007_J
ABRP,21,2,21_2,SEEDLING,1,10/2/2007,2007,2006,2006,2007_SEEDLING
ABRP,21,2,21_2,A,0,10/2/2007,2007,2006,2006,2007_A
ABRP,21,2,21_2,B,1,10/2/2007,2007,2006,2006,2007_B
ABRP,21,2,21_2,C,3,10/2/2007,2007,2006,2006,2007_C
ABRP,21,2,21_2,D,1,10/2/2007,2007,2006,2006,2007_D
ABRP,21,2,21_2,E,2,10/2/2007,2007,2006,2006,2007_E
ABRP,21,2,21_2,F,5,10/2/2007,2007,2006,2006,2007_F
ABRP,21,2,21_2,G,2,10/2/2007,2007,2006,2006,2007_G
ABRP,21,2,21_2,H,1,10/2/2007,2007,2006,2006,2007_H
ABRP,21,2,21_2,I,1,10/2/2007,2007,2006,2006,2007_I
ABRP,21,2,21_2,J,0,10/2/2007,2007,2006,2006,2007_J
ABRP,21,3,21_3,SEEDLING,0,10/3/2007,2007,2006,2006,2007_SEEDLING
ABRP,21,3,21_3,A,0,10/3/2007,2007,2006,2006,2007_A
ABRP,21,3,21_3,B,5,10/3/2007,2007,2006,2006,2007_B
ABRP,21,3,21_3,C,1,10/3/2007,2007,2006,2006,2007_C
ABRP,21,3,21_3,D,0,10/3/2007,2007,2006,2006,2007_D
ABRP,21,3,21_3,E,0,10/3/2007,2007,2006,2006,2007_E
ABRP,21,3,21_3,F,1,10/3/2007,2007,2006,2006,2007_F
ABRP,21,3,21_3,G,3,10/3/2007,2007,2006,2006,2007_G
ABRP,21,3,21_3,H,1,10/3/2007,2007,2006,2006,2007_H
ABRP,21,3,21_3,I,0,10/3/2007,2007,2006,2006,2007_I
ABRP,21,3,21_3,J,0,10/3/2007,2007,2006,2006,2007_J
ABRP,21,1,21_1,SEEDLING,1,7/20/2009,2009,6/20/2008,2008,2009_SEEDLING
ABRP,21,1,21_1,A,0,7/20/2009,2009,6/20/2008,2008,2009_A
ABRP,21,1,21_1,B,1,7/20/2009,2009,6/20/2008,2008,2009_B
ABRP,21,1,21_1,C,1,7/20/2009,2009,6/20/2008,2008,2009_C
ABRP,21,1,21_1,D,0,7/20/2009,2009,6/20/2008,2008,2009_D
ABRP,21,1,21_1,E,0,7/20/2009,2009,6/20/2008,2008,2009_E
ABRP,21,1,21_1,F,0,7/20/2009,2009,6/20/2008,2008,2009_F
ABRP,21,1,21_1,G,0,7/20/2009,2009,6/20/2008,2008,2009_G
ABRP,21,1,21_1,H,0,7/20/2009,2009,6/20/2008,2008,2009_H
ABRP,21,1,21_1,I,1,7/20/2009,2009,6/20/2008,2008,2009_I
ABRP,21,1,21_1,J,0,7/20/2009,2009,6/20/2008,2008,2009_J
ABRP,21,2,21_2,SEEDLING,1,7/20/2009,2009,6/20/2008,2008,2009_SEEDLING
ABRP,21,2,21_2,A,1,7/20/2009,2009,6/20/2008,2008,2009_A
ABRP,21,2,21_2,B,0,7/20/2009,2009,6/20/2008,2008,2009_B
ABRP,21,2,21_2,C,3,7/20/2009,2009,6/20/2008,2008,2009_C
ABRP,21,2,21_2,D,1,7/20/2009,2009,6/20/2008,2008,2009_D
ABRP,21,2,21_2,E,2,7/20/2009,2009,6/20/2008,2008,2009_E
ABRP,21,2,21_2,F,5,7/20/2009,2009,6/20/2008,2008,2009_F
ABRP,21,2,21_2,G,2,7/20/2009,2009,6/20/2008,2008,2009_G
ABRP,21,2,21_2,H,1,7/20/2009,2009,6/20/2008,2008,2009_H
ABRP,21,2,21_2,I,1,7/20/2009,2009,6/20/2008,2008,2009_I
ABRP,21,2,21_2,J,0,7/20/2009,2009,6/20/2008,2008,2009_J
ABRP,21,3,21_3,SEEDLING,1,7/20/2009,2009,6/20/2008,2008,2009_SEEDLING
ABRP,21,3,21_3,A,0,7/20/2009,2009,6/20/2008,2008,2009_A
ABRP,21,3,21_3,B,1,7/20/2009,2009,6/20/2008,2008,2009_B
ABRP,21,3,21_3,C,5,7/20/2009,2009,6/20/2008,2008,2009_C
ABRP,21,3,21_3,D,1,7/20/2009,2009,6/20/2008,2008,2009_D
ABRP,21,3,21_3,E,0,7/20/2009,2009,6/20/2008,2008,2009_E
ABRP,21,3,21_3,F,0,7/20/2009,2009,6/20/2008,2008,2009_F
ABRP,21,3,21_3,G,3,7/20/2009,2009,6/20/2008,2008,2009_G
ABRP,21,3,21_3,H,1,7/20/2009,2009,6/20/2008,2008,2009_H
ABRP,21,3,21_3,I,0,7/20/2009,2009,6/20/2008,2008,2009_I
ABRP,21,3,21_3,J,0,7/20/2009,2009,6/20/2008,2008,2009_J
ABRP,21,1,21_1,SEEDLING,1,9/29/2011,2011,2010,2010,2011_SEEDLING
ABRP,21,1,21_1,A,0,9/29/2011,2011,2010,2010,2011_A
ABRP,21,1,21_1,B,2,9/29/2011,2011,2010,2010,2011_B
ABRP,21,1,21_1,C,1,9/29/2011,2011,2010,2010,2011_C
ABRP,21,1,21_1,D,0,9/29/2011,2011,2010,2010,2011_D
ABRP,21,1,21_1,E,0,9/29/2011,2011,2010,2010,2011_E
ABRP,21,1,21_1,F,0,9/29/2011,2011,2010,2010,2011_F
ABRP,21,1,21_1,G,0,9/29/2011,2011,2010,2010,2011_G
ABRP,21,1,21_1,H,0,9/29/2011,2011,2010,2010,2011_H
ABRP,21,1,21_1,I,1,9/29/2011,2011,2010,2010,2011_I
ABRP,21,1,21_1,J,0,9/29/2011,2011,2010,2010,2011_J
ABRP,21,2,21_2,SEEDLING,0,9/29/2011,2011,2010,2010,2011_SEEDLING
ABRP,21,2,21_2,A,0,9/29/2011,2011,2010,2010,2011_A
ABRP,21,2,21_2,B,3,9/29/2011,2011,2010,2010,2011_B
ABRP,21,2,21_2,C,3,9/29/2011,2011,2010,2010,2011_C
ABRP,21,2,21_2,D,1,9/29/2011,2011,2010,2010,2011_D
ABRP,21,2,21_2,E,2,9/29/2011,2011,2010,2010,2011_E
ABRP,21,2,21_2,F,5,9/29/2011,2011,2010,2010,2011_F
ABRP,21,2,21_2,G,2,9/29/2011,2011,2010,2010,2011_G
ABRP,21,2,21_2,H,1,9/29/2011,2011,2010,2010,2011_H
ABRP,21,2,21_2,I,1,9/29/2011,2011,2010,2010,2011_I
ABRP,21,2,21_2,J,0,9/29/2011,2011,2010,2010,2011_J
ABRP,21,3,21_3,SEEDLING,1,9/29/2011,2011,2010,2010,2011_SEEDLING
ABRP,21,3,21_3,A,1,9/29/2011,2011,2010,2010,2011_A
ABRP,21,3,21_3,B,2,9/29/2011,2011,2010,2010,2011_B
ABRP,21,3,21_3,C,3,9/29/2011,2011,2010,2010,2011_C
ABRP,21,3,21_3,D,1,9/29/2011,2011,2010,2010,2011_D
ABRP,21,3,21_3,E,0,9/29/2011,2011,2010,2010,2011_E
ABRP,21,3,21_3,F,0,9/29/2011,2011,2010,2010,2011_F
ABRP,21,3,21_3,G,3,9/29/2011,2011,2010,2010,2011_G
ABRP,21,3,21_3,H,1,9/29/2011,2011,2010,2010,2011_H
ABRP,21,3,21_3,I,0,9/29/2011,2011,2010,2010,2011_I
ABRP,21,3,21_3,J,0,9/29/2011,2011,2010,2010,2011_J
ABRP,21,1,21_1,SEEDLING,2,9/26/2017,2017,2016,2016,2017_SEEDLING
ABRP,21,1,21_1,A,0,9/26/2017,2017,2016,2016,2017_A
ABRP,21,1,21_1,B,0,9/26/2017,2017,2016,2016,2017_B
ABRP,21,1,21_1,C,3,9/26/2017,2017,2016,2016,2017_C
ABRP,21,1,21_1,D,1,9/26/2017,2017,2016,2016,2017_D
ABRP,21,1,21_1,E,0,9/26/2017,2017,2016,2016,2017_E
ABRP,21,1,21_1,F,0,9/26/2017,2017,2016,2016,2017_F
ABRP,21,1,21_1,G,0,9/26/2017,2017,2016,2016,2017_G
ABRP,21,1,21_1,H,0,9/26/2017,2017,2016,2016,2017_H
ABRP,21,1,21_1,I,1,9/26/2017,2017,2016,2016,2017_I
ABRP,21,1,21_1,J,0,9/26/2017,2017,2016,2016,2017_J
ABRP,21,2,21_2,SEEDLING,1,9/26/2017,2017,2016,2016,2017_SEEDLING
ABRP,21,2,21_2,A,0,9/26/2017,2017,2016,2016,2017_A
ABRP,21,2,21_2,B,3,9/26/2017,2017,2016,2016,2017_B
ABRP,21,2,21_2,C,3,9/26/2017,2017,2016,2016,2017_C
ABRP,21,2,21_2,D,3,9/26/2017,2017,2016,2016,2017_D
ABRP,21,2,21_2,E,2,9/26/2017,2017,2016,2016,2017_E
ABRP,21,2,21_2,F,5,9/26/2017,2017,2016,2016,2017_F
ABRP,21,2,21_2,G,2,9/26/2017,2017,2016,2016,2017_G
ABRP,21,2,21_2,H,0,9/26/2017,2017,2016,2016,2017_H
ABRP,21,2,21_2,I,2,9/26/2017,2017,2016,2016,2017_I
ABRP,21,2,21_2,J,0,9/26/2017,2017,2016,2016,2017_J
ABRP,21,3,21_3,SEEDLING,3,9/26/2017,2017,2016,2016,2017_SEEDLING
ABRP,21,3,21_3,A,0,9/26/2017,2017,2016,2016,2017_A
ABRP,21,3,21_3,B,2,9/26/2017,2017,2016,2016,2017_B
ABRP,21,3,21_3,C,4,9/26/2017,2017,2016,2016,2017_C
ABRP,21,3,21_3,D,2,9/26/2017,2017,2016,2016,2017_D
ABRP,21,3,21_3,E,0,9/26/2017,2017,2016,2016,2017_E
ABRP,21,3,21_3,F,0,9/26/2017,2017,2016,2016,2017_F
ABRP,21,3,21_3,G,2,9/26/2017,2017,2016,2016,2017_G
ABRP,21,3,21_3,H,2,9/26/2017,2017,2016,2016,2017_H
ABRP,21,3,21_3,I,0,9/26/2017,2017,2016,2016,2017_I
ABRP,21,3,21_3,J,6,9/26/2017,2017,2016,2016,2017_J
ABRP,21,1,21_1,SEEDLING,2,7/24/2019,2019,2016,2016,2019_SEEDLING
ABRP,21,1,21_1,A,0,7/24/2019,2019,2016,2016,2019_A
ABRP,21,1,21_1,B,0,7/24/2019,2019,2016,2016,2019_B
ABRP,21,1,21_1,C,2,7/24/2019,2019,2016,2016,2019_C
ABRP,21,1,21_1,D,1,7/24/2019,2019,2016,2016,2019_D
ABRP,21,1,21_1,E,1,7/24/2019,2019,2016,2016,2019_E
ABRP,21,1,21_1,F,0,7/24/2019,2019,2016,2016,2019_F
ABRP,21,1,21_1,G,0,7/24/2019,2019,2016,2016,2019_G
ABRP,21,1,21_1,H,0,7/24/2019,2019,2016,2016,2019_H
ABRP,21,1,21_1,I,1,7/24/2019,2019,2016,2016,2019_I
ABRP,21,1,21_1,J,0,7/24/2019,2019,2016,2016,2019_J
ABRP,21,2,21_2,SEEDLING,1,7/24/2019,2019,2016,2016,2019_SEEDLING
ABRP,21,2,21_2,A,0,7/24/2019,2019,2016,2016,2019_A
ABRP,21,2,21_2,B,3,7/24/2019,2019,2016,2016,2019_B
ABRP,21,2,21_2,C,1,7/24/2019,2019,2016,2016,2019_C
ABRP,21,2,21_2,D,3,7/24/2019,2019,2016,2016,2019_D
ABRP,21,2,21_2,E,2,7/24/2019,2019,2016,2016,2019_E
ABRP,21,2,21_2,F,6,7/24/2019,2019,2016,2016,2019_F
ABRP,21,2,21_2,G,2,7/24/2019,2019,2016,2016,2019_G
ABRP,21,2,21_2,H,0,7/24/2019,2019,2016,2016,2019_H
ABRP,21,2,21_2,I,1,7/24/2019,2019,2016,2016,2019_I
ABRP,21,2,21_2,J,0,7/24/2019,2019,2016,2016,2019_J
ABRP,21,3,21_3,SEEDLING,2,7/24/2019,2019,2016,2016,2019_SEEDLING
ABRP,21,3,21_3,A,0,7/24/2019,2019,2016,2016,2019_A
ABRP,21,3,21_3,B,2,7/24/2019,2019,2016,2016,2019_B
ABRP,21,3,21_3,C,4,7/24/2019,2019,2016,2016,2019_C
ABRP,21,3,21_3,D,1,7/24/2019,2019,2016,2016,2019_D
ABRP,21,3,21_3,E,2,7/24/2019,2019,2016,2016,2019_E
ABRP,21,3,21_3,F,0,7/24/2019,2019,2016,2016,2019_F
ABRP,21,3,21_3,G,1,7/24/2019,2019,2016,2016,2019_G
ABRP,21,3,21_3,H,2,7/24/2019,2019,2016,2016,2019_H
ABRP,21,3,21_3,I,0,7/24/2019,2019,2016,2016,2019_I
ABRP,21,3,21_3,J,0,7/24/2019,2019,2016,2016,2019_J
ABRP,22,1,22_1,SEEDLING,2,8/15/1996,1996,3/26/1995,1995,1996_SEEDLING
ABRP,22,1,22_1,A,0,8/15/1996,1996,3/26/1995,1995,1996_A
ABRP,22,1,22_1,B,0,8/15/1996,1996,3/26/1995,1995,1996_B
ABRP,22,1,22_1,C,0,8/15/1996,1996,3/26/1995,1995,1996_C
ABRP,22,1,22_1,D,0,8/15/1996,1996,3/26/1995,1995,1996_D
ABRP,22,1,22_1,E,0,8/15/1996,1996,3/26/1995,1995,1996_E
ABRP,22,1,22_1,F,0,8/15/1996,1996,3/26/1995,1995,1996_F
ABRP,22,1,22_1,G,0,8/15/1996,1996,3/26/1995,1995,1996_G
ABRP,22,1,22_1,H,0,8/15/1996,1996,3/26/1995,1995,1996_H
ABRP,22,1,22_1,I,0,8/15/1996,1996,3/26/1995,1995,1996_I
ABRP,22,1,22_1,J,0,8/15/1996,1996,3/26/1995,1995,1996_J
ABRP,22,2,22_2,SEEDLING,3,8/16/1996,1996,3/26/1995,1995,1996_SEEDLING
ABRP,22,2,22_2,A,0,8/16/1996,1996,3/26/1995,1995,1996_A
ABRP,22,2,22_2,B,0,8/16/1996,1996,3/26/1995,1995,1996_B
ABRP,22,2,22_2,C,0,8/16/1996,1996,3/26/1995,1995,1996_C
ABRP,22,2,22_2,D,0,8/16/1996,1996,3/26/1995,1995,1996_D
ABRP,22,2,22_2,E,0,8/16/1996,1996,3/26/1995,1995,1996_E
ABRP,22,2,22_2,F,0,8/16/1996,1996,3/26/1995,1995,1996_F
ABRP,22,2,22_2,G,0,8/16/1996,1996,3/26/1995,1995,1996_G
ABRP,22,2,22_2,H,0,8/16/1996,1996,3/26/1995,1995,1996_H
ABRP,22,2,22_2,I,0,8/16/1996,1996,3/26/1995,1995,1996_I
ABRP,22,2,22_2,J,0,8/16/1996,1996,3/26/1995,1995,1996_J
ABRP,22,3,22_3,SEEDLING,2,8/16/1996,1996,3/26/1995,1995,1996_SEEDLING
ABRP,22,3,22_3,A,0,8/16/1996,1996,3/26/1995,1995,1996_A
ABRP,22,3,22_3,B,0,8/16/1996,1996,3/26/1995,1995,1996_B
